Randomized_R2
-0.14081224798588576
-0.1008638990257642
-0.13313561840241994
-0.14096870868538547
-0.129215822502025
-0.1106622058926574
-0.11490996714788748
-0.10680617250868352
-0.13402743199839295
-0.1471167312505699
