Molecule ChEMBL ID,SMILES,pIC50,Molecular_Weight,AlogP,TPSA,HBA,HBD,RO5_Violations,Rotatable_Bonds,QED,Aromatic_Rings,Heavy_Atoms,NP_Likeness
CHEMBL2043180,CC1(C)C=Cc2c(ccc(C(=O)/C=C/c3ccc(F)cc3)c2O)O1,4.777283528852417,324.35,4.61,46.53,3.0,1.0,0.0,3.0,0.66,2.0,24.0,1.28
CHEMBL204381,COc1ccc(-c2ccnc(SCC(=O)NCCSCc3ccco3)n2)cc1,4.100179497572904,415.54,3.89,77.25,7.0,1.0,0.0,10.0,0.31,3.0,28.0,-1.97
CHEMBL204432,Brc1cncc(-c2cc(NCCCn3ccnc3)nc(-c3ccccc3)n2)c1,5.107905397309519,435.33,4.67,68.52,6.0,1.0,0.0,7.0,0.43,4.0,28.0,-1.89
CHEMBL204546,CC(C)(CN1CN(CC(=O)O)CSC1=S)CN1CN(CC(=O)O)CSC1=S,5.164309428507575,452.65,1.28,87.56,8.0,2.0,0.0,8.0,0.52,0.0,27.0,-0.58
CHEMBL2047182,COc1c(C[C@@H](C)O)c2c3c(C[C@@H](C)O)c(OC)c(=O)c4c(O)cc5c(c6c(cc(O)c(c1=O)c62)OCO5)c43,5.943095148663527,534.52,2.9,151.98,10.0,4.0,1.0,6.0,0.19,5.0,39.0,1.04
CHEMBL2047183,COc1c(C[C@@H](C)OC(C)=O)c2c3c(C[C@@H](C)O)c(OC)c(=O)c4c(O)cc5c(c6c(cc(O)c(c1=O)c62)OCO5)c43,5.769551078621726,576.55,3.47,158.05,11.0,3.0,2.0,7.0,0.15,5.0,42.0,1.22
CHEMBL2047184,COc1c(C[C@@H](C)OC(C)=O)c2c3c(C[C@@H](C)OC(C)=O)c(OC)c(=O)c4c(O)cc5c(c6c(cc(O)c(c1=O)c62)OCO5)c43,5.508638306165727,618.59,4.04,164.12,12.0,2.0,2.0,8.0,0.15,5.0,45.0,1.01
CHEMBL2047307,COc1cccc2cc(C(=O)c3ccco3)c(=S)oc12,4.187086643357144,286.31,3.99,52.58,5.0,0.0,0.0,3.0,0.54,3.0,20.0,-0.67
CHEMBL2047308,O=C(c1ccco1)c1cc2cc(Br)ccc2oc1=S,3.1339157441555505,335.18,4.75,43.35,4.0,0.0,0.0,2.0,0.5,3.0,19.0,-1.0
CHEMBL2047309,O=C(c1cccs1)c1cc2cc(Br)ccc2oc1=S,3.2074829390849846,351.25,5.22,30.21,4.0,0.0,1.0,2.0,0.47,3.0,19.0,-1.39
CHEMBL2047310,COc1ccc(C(=O)c2cc3c(ccc4ccccc43)oc2=S)cc1,3.5652814596390217,346.41,5.56,39.44,4.0,0.0,1.0,3.0,0.28,4.0,25.0,-0.45
CHEMBL2047311,O=C(c1ccco1)c1cc2c(ccc3ccccc32)oc1=S,3.494345909597869,306.34,5.14,43.35,4.0,0.0,1.0,2.0,0.29,4.0,22.0,-0.7
CHEMBL2047312,O=C(c1cccs1)c1cc2c(ccc3ccccc32)oc1=S,4.443697499232713,322.41,5.61,30.21,4.0,0.0,1.0,2.0,0.27,4.0,22.0,-1.03
CHEMBL204745,O=C(O)CC(C(=O)O)N1CSC(=S)N(CCCCCCN2CN(C(CC(=O)O)C(=O)O)CSC2=S)C1,4.519418213170831,582.75,1.5,162.16,10.0,4.0,1.0,15.0,0.16,0.0,36.0,-0.28
CHEMBL204793,CCc1ccc(OCc2ccccc2NC(=O)c2ccc3nc(C)cnc3c2)cc1,3.5228787452803374,397.48,5.33,64.11,4.0,1.0,1.0,6.0,0.48,4.0,30.0,-1.6
CHEMBL2047930,C=C(C(=O)OC)C(O)c1cccc([N+](=O)[O-])c1,3.7923387088032183,237.21,1.36,89.67,5.0,1.0,0.0,4.0,0.37,1.0,17.0,-0.31
CHEMBL204816,Cc1nc(NCCCn2ccnc2)cc(-c2cncc(-c3ccc(F)cc3)c2)n1,4.3851027839668655,388.45,4.35,68.52,6.0,1.0,0.0,7.0,0.48,4.0,29.0,-1.87
CHEMBL204817,CSCCC(C(=O)O)N1CSC(=S)N(CCCCCCN2CN(C(CCSC)C(=O)O)CSC2=S)C1,5.139063379299906,614.97,4.06,87.56,10.0,2.0,1.0,17.0,0.18,0.0,36.0,-0.5
CHEMBL204953,O=C(O)CCCN1CSC(=S)N(CCCCCCN2CN(CCCC(=O)O)CSC2=S)C1,4.613857891069181,522.78,3.38,87.56,8.0,2.0,1.0,15.0,0.24,0.0,32.0,-0.43
CHEMBL205181,O=C(Nc1cccc2c1oc1ccccc12)c1ccc2nc(-c3ccccc3)c(-c3ccccc3)nc2c1,3.5228787452803374,491.55,8.12,68.02,4.0,1.0,1.0,4.0,0.27,7.0,38.0,-0.78
CHEMBL205182,CCc1ccc(OCc2ccccc2NC(=O)c2ccc3nc(C)c(C)nc3c2)cc1,3.5228787452803374,411.51,5.64,64.11,4.0,1.0,1.0,6.0,0.45,4.0,31.0,-1.43
CHEMBL20649,c1ccc(C(c2ccn(-c3ccccc3)c2)n2ccnc2)cc1,4.837734385701978,299.38,4.31,22.75,3.0,0.0,0.0,4.0,0.55,4.0,23.0,-0.98
CHEMBL2069130,CC(O)(C1CCCCN1)[C@H]1CC[C@H]2[C@@H]3CCC4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,5.050609993355087,403.65,4.9,52.49,3.0,3.0,0.0,2.0,0.61,0.0,29.0,2.19
CHEMBL2070531,O=[N+]([O-])c1ncn(CCCNS(=O)(=O)Cc2ccccc2)n1,4.100288905428855,325.35,0.7,120.02,7.0,1.0,0.0,8.0,0.43,2.0,22.0,-2.23
CHEMBL2070532,O=C(NCCCn1ccnc1[N+](=O)[O-])c1ccc(C(F)(F)F)cc1,4.861066059743076,342.28,2.63,90.06,5.0,1.0,0.0,6.0,0.5,2.0,24.0,-1.49
CHEMBL2070533,O=C(NCCCn1ccnc1[N+](=O)[O-])c1ccc(OC(F)(F)F)cc1,4.443335737877431,358.28,2.51,99.29,6.0,1.0,0.0,7.0,0.47,2.0,25.0,-1.4
CHEMBL2070534,O=C(NCCn1cnc([N+](=O)[O-])n1)c1ccc(C(F)(F)F)cc1,4.475733731233022,329.24,1.64,102.95,6.0,1.0,0.0,5.0,0.66,2.0,23.0,-2.08
CHEMBL2070535,O=C(NCCCCn1cnc([N+](=O)[O-])n1)c1ccc(C(F)(F)F)cc1,5.100726812682396,357.29,2.42,102.95,6.0,1.0,0.0,7.0,0.47,2.0,25.0,-1.92
CHEMBL2070536,O=C(NCCn1cnc([N+](=O)[O-])n1)c1ccc(OC(F)(F)F)cc1,4.5338741295818,345.24,1.51,112.18,7.0,1.0,0.0,6.0,0.63,2.0,24.0,-1.97
CHEMBL2070537,O=C(NCCCCn1cnc([N+](=O)[O-])n1)c1ccc(OC(F)(F)F)cc1,4.88672530753565,373.29,2.3,112.18,7.0,1.0,0.0,8.0,0.43,2.0,26.0,-1.82
CHEMBL2070538,O=C(NCCCn1cnc([N+](=O)[O-])n1)c1cccc(C(F)(F)F)c1,4.428058364925538,343.26,2.03,102.95,6.0,1.0,0.0,6.0,0.49,2.0,24.0,-2.15
CHEMBL2070539,O=C(NCCCn1cnc([N+](=O)[O-])n1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,4.908684840302777,411.26,3.04,102.95,6.0,1.0,0.0,6.0,0.34,2.0,28.0,-1.73
CHEMBL2070540,O=C(NCCCn1cnc([N+](=O)[O-])n1)c1ccc(C(F)(F)F)nc1,4.015450185517288,344.25,1.42,115.84,7.0,1.0,0.0,6.0,0.48,2.0,24.0,-2.2
CHEMBL2070541,O=C(NCCCn1cnc([N+](=O)[O-])n1)c1ccc2ccccc2n1,4.700274846024363,326.32,1.55,115.84,7.0,1.0,0.0,6.0,0.42,3.0,24.0,-1.88
CHEMBL2070542,O=C(NCCCCn1cnc([N+](=O)[O-])n1)c1ccc2ccccc2n1,4.872571222148401,340.34,1.94,115.84,7.0,1.0,0.0,7.0,0.4,3.0,25.0,-1.79
CHEMBL2070543,O=C(NCCCn1cnc([N+](=O)[O-])n1)c1cnc2ccccc2n1,4.202801730161041,327.3,0.95,128.73,8.0,1.0,0.0,6.0,0.41,3.0,24.0,-2.03
CHEMBL2070544,O=C(NCCCn1cnc([N+](=O)[O-])n1)c1ccc(-c2ccccc2)cc1,5.07727454200674,351.37,2.67,102.95,6.0,1.0,0.0,7.0,0.4,3.0,26.0,-1.58
CHEMBL2070676,O=C(Cn1cnc([N+](=O)[O-])n1)NCc1ccc(C(F)(F)F)cc1,4.9831755565720215,329.24,1.52,102.95,6.0,1.0,0.0,5.0,0.66,2.0,23.0,-2.19
CHEMBL2070677,O=C(Cn1cnc([N+](=O)[O-])n1)N1CCC(Cc2ccccc2)CC1,4.289290434275663,329.36,1.67,94.16,6.0,0.0,0.0,5.0,0.61,2.0,24.0,-1.59
CHEMBL2070678,Cc1ccc2nc(NC(=O)Cn3cnc([N+](=O)[O-])n3)sc2c1,5.228412519118745,318.32,1.74,115.84,8.0,1.0,0.0,4.0,0.58,3.0,22.0,-3.09
CHEMBL2070679,O=C(Cn1cnc([N+](=O)[O-])n1)Nc1nc2ccc(Cl)cc2s1,5.235077015350111,338.74,2.09,115.84,8.0,1.0,0.0,4.0,0.57,3.0,22.0,-3.22
CHEMBL2070680,O=C(Cn1cnc([N+](=O)[O-])n1)Nc1nc2cc(Cl)ccc2o1,5.329754146925875,322.67,1.62,128.98,8.0,1.0,0.0,4.0,0.57,3.0,22.0,-2.51
CHEMBL2070681,O=C(NCCCn1cnc([N+](=O)[O-])n1)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,4.941953769604718,426.28,3.44,114.98,6.0,2.0,0.0,6.0,0.32,2.0,29.0,-2.02
CHEMBL2070682,O=[N+]([O-])c1nccn1CCCNS(=O)(=O)c1ccc(C(F)(F)F)cc1,4.808269606637143,378.33,2.18,107.13,6.0,1.0,0.0,7.0,0.45,2.0,25.0,-1.73
CHEMBL2070683,O=[N+]([O-])c1ncn(CCNS(=O)(=O)c2ccc(C(F)(F)F)cc2)n1,4.489723155582645,365.29,1.18,120.02,7.0,1.0,0.0,6.0,0.61,2.0,24.0,-2.22
CHEMBL2070684,O=[N+]([O-])c1ncn(CCCNS(=O)(=O)c2ccc(C(F)(F)F)cc2)n1,4.8830603534492445,379.32,1.57,120.02,7.0,1.0,0.0,7.0,0.44,2.0,25.0,-2.23
CHEMBL2070685,O=[N+]([O-])c1ncn(CCCCNS(=O)(=O)c2ccc(C(F)(F)F)cc2)n1,5.108462542327436,393.35,1.96,120.02,7.0,1.0,0.0,8.0,0.42,2.0,26.0,-2.14
CHEMBL2070686,O=[N+]([O-])c1ncn(CCCNS(=O)(=O)c2cc(C(F)(F)F)ccc2C(F)(F)F)n1,4.33639329187548,447.32,2.59,120.02,7.0,1.0,0.0,7.0,0.3,2.0,29.0,-2.01
CHEMBL2070687,O=[N+]([O-])c1ncn(CCNS(=O)(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1,4.4780777551165,433.29,2.2,120.02,7.0,1.0,0.0,6.0,0.42,2.0,28.0,-1.88
CHEMBL2070688,O=[N+]([O-])c1ncn(CCCNS(=O)(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1,4.6831912479469775,447.32,2.59,120.02,7.0,1.0,0.0,7.0,0.3,2.0,29.0,-1.9
CHEMBL2070689,Cc1ccc(S(=O)(=O)NCCCn2cnc([N+](=O)[O-])n2)cc1,4.4185054577091005,325.35,0.86,120.02,7.0,1.0,0.0,7.0,0.46,2.0,22.0,-2.24
CHEMBL2070690,O=[N+]([O-])c1ncn(CCCCNS(=O)(=O)c2ccc(OC(F)(F)F)cc2)n1,5.107905397309519,409.35,1.84,129.25,8.0,1.0,0.0,9.0,0.38,2.0,27.0,-2.03
CHEMBL2070691,O=[N+]([O-])c1ncn(CCNS(=O)(=O)Cc2ccccc2)n1,3.9474599540659776,311.32,0.31,120.02,7.0,1.0,0.0,7.0,0.58,2.0,21.0,-2.22
CHEMBL2070692,Cn1ccnc1S(=O)(=O)NCCn1cnc([N+](=O)[O-])n1,3.478600371884625,301.29,-1.1,137.84,9.0,1.0,0.0,6.0,0.53,2.0,20.0,-2.29
CHEMBL2070693,Cn1ccnc1S(=O)(=O)NCCCn1cnc([N+](=O)[O-])n1,3.6513641865719553,315.32,-0.71,137.84,9.0,1.0,0.0,7.0,0.4,2.0,21.0,-2.3
CHEMBL2070694,O=[N+]([O-])c1ncn(CCCNS(=O)(=O)c2ccc(Cl)s2)n1,4.481486060122113,351.8,1.27,120.02,8.0,1.0,0.0,7.0,0.46,2.0,21.0,-2.89
CHEMBL2070695,O=[N+]([O-])c1ncn(CCCNS(=O)(=O)c2ccc(-c3ccccc3)cc2)n1,5.122628654130226,387.42,2.22,120.02,7.0,1.0,0.0,8.0,0.36,3.0,27.0,-1.81
CHEMBL2070696,O=[N+]([O-])c1ncn(CCCNS(=O)(=O)c2cccc3cccnc23)n1,4.483200295918375,362.37,1.1,132.91,8.0,1.0,0.0,7.0,0.38,3.0,25.0,-2.21
CHEMBL207155,C1=Cc2nc1cc1ccc([nH]1)c(-c1ccccc1)c1nc(cc3ccc([nH]3)c2-c2ccccc2)C=C1,4.0,462.56,7.99,57.36,2.0,2.0,1.0,2.0,0.27,5.0,36.0,0.1
CHEMBL207675,C[C@H]1[C@H](OC(=O)CCC(=O)[O-])O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3.[Na+],4.299024162007586,406.41,2.6,100.52,7.0,1.0,0.0,4.0,0.58,0.0,27.0,3.15
CHEMBL2088011,O=C(Nc1cccc(Cl)c1)c1cc(Cl)ccc1O,5.335358024443874,282.13,3.95,49.33,2.0,2.0,0.0,2.0,0.88,2.0,18.0,-1.47
CHEMBL2088012,O=C(Nc1ccc(Cl)cc1)c1cc(Cl)ccc1O,5.679853713888946,282.13,3.95,49.33,2.0,2.0,0.0,2.0,0.88,2.0,18.0,-1.29
CHEMBL2088013,O=C(Nc1ccc(Br)cc1)c1cc(Cl)ccc1O,5.416801226031377,326.58,4.06,49.33,2.0,2.0,0.0,2.0,0.87,2.0,18.0,-1.43
CHEMBL208810,O=S(=O)(c1ccc(Cl)cc1)N1CCCN(Cc2ccc(Cl)cc2Cl)CC1,4.142833745145346,433.79,4.54,40.62,3.0,0.0,0.0,4.0,0.71,2.0,26.0,-2.21
CHEMBL208854,CCCN(CCC)c1c([N+](=O)[O-])cc(S(=O)(=O)Nc2cccc(F)c2)cc1[N+](=O)[O-],5.602029592842074,440.45,4.07,135.69,7.0,1.0,0.0,10.0,0.43,2.0,30.0,-1.72
CHEMBL208883,COc1ccccc1NC(=O)CSCc1cnc(C)c(O)c1O,4.0,334.4,2.68,91.68,6.0,3.0,0.0,6.0,0.75,2.0,23.0,-1.33
CHEMBL208908,COc1ccc(-c2cc(=O)c3c(O)cc(O)c(-c4cc(-c5cc(=O)c6c(O)cc(OC)cc6o5)ccc4OC)c3o2)cc1,5.086186147616283,580.55,6.04,148.8,10.0,3.0,2.0,6.0,0.21,6.0,43.0,0.9
CHEMBL209066,O=C(O)c1ccccc1C(=O)NCCNc1ccc(C(F)(F)F)cn1,4.0,353.3,2.64,91.32,4.0,3.0,0.0,6.0,0.69,2.0,25.0,-1.46
CHEMBL209272,COc1cc(C2SCCS2)cc(Br)c1Oc1cc(C)c(C(F)(F)F)cc1[N+](=O)[O-],4.0,510.35,6.96,61.6,6.0,0.0,2.0,5.0,0.32,2.0,29.0,-0.82
CHEMBL2093320,CS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3ccc(Cl)s3)cs2)cc1,4.300000029139089,412.95,4.11,76.13,6.0,1.0,0.0,5.0,0.68,3.0,25.0,-2.48
CHEMBL2094282,O=C(Nc1ccc(Cl)c(-c2nc3ncccc3o2)c1)c1ccco1,5.7447274948966935,339.74,4.39,81.16,5.0,1.0,0.0,3.0,0.6,4.0,24.0,-2.2
CHEMBL2094534,Cc1cc(=O)[nH]c(-n2nc(C)cc2NC(=O)C2CCCC2)n1,6.844663962534938,301.35,1.7,92.67,5.0,2.0,0.0,3.0,0.9,2.0,22.0,-2.24
CHEMBL2094559,CC(C)(C)C(=O)NCCc1csc(-c2cccc(F)c2)n1,4.594011527831523,306.41,3.65,41.99,3.0,1.0,0.0,4.0,0.94,2.0,21.0,-2.31
CHEMBL2094683,O=C(NCCc1n[nH]c(-c2ccc(F)cc2)n1)c1cccc(F)c1,4.809668301829708,328.32,2.72,70.67,3.0,2.0,0.0,5.0,0.76,3.0,24.0,-1.97
CHEMBL2095130,CCS(=O)(=O)N1CCCc2ccc(NS(=O)(=O)c3ccccc3F)cc21,5.580044251510242,398.48,2.73,83.55,4.0,1.0,0.0,5.0,0.84,2.0,26.0,-2.28
CHEMBL2096885,C[N+](C)(C)C1CCCC1OP(=O)([O-])OCCCCCCCCCCC=C1C2CC3CC(C2)CC1C3,5.4071573168689,509.71,7.01,58.59,4.0,0.0,2.0,15.0,0.1,0.0,35.0,0.6
CHEMBL2098124,CCc1c(C)nc(-n2nc(C)cc2NC(=O)COc2ccccc2F)[nH]c1=O,5.350000194250999,385.4,2.29,101.9,6.0,2.0,0.0,6.0,0.68,3.0,28.0,-2.53
CHEMBL2098276,COc1ccc(C(=O)[C@H]2C[C@@H]2CN(Cc2ccccn2)Cc2ccccn2)cc1,5.4500005015687,387.48,4.01,55.32,5.0,0.0,0.0,9.0,0.52,3.0,29.0,-0.8
CHEMBL2098408,CCS(=O)(=O)c1cccc(C(=O)Nc2nc(-c3ccccn3)cs2)c1,5.449999932356823,373.46,3.25,89.02,6.0,1.0,0.0,5.0,0.74,3.0,25.0,-2.53
CHEMBL210136,Cc1cc(Sc2c([N+](=O)[O-])cc(C(F)(F)F)cc2[N+](=O)[O-])c(Cl)cc1Cl,6.251998139095916,427.19,6.29,86.28,5.0,0.0,1.0,4.0,0.42,2.0,26.0,-1.34
CHEMBL2105542,Cn1c([N+](=O)[O-])cnc1N1CCN(S(C)(=O)=O)C1=O,4.483364318113697,289.27,-0.47,118.65,7.0,0.0,0.0,3.0,0.55,1.0,19.0,-1.63
CHEMBL210607,O=S(=O)(Nc1ccc(Oc2ccc(C(F)(F)F)cc2)cc1)c1cc(Cl)c(Cl)cc1Cl,4.6020599913279625,496.72,7.26,55.4,3.0,1.0,1.0,5.0,0.38,3.0,30.0,-1.51
CHEMBL2113602,CSC[C@H]1O[C@@H](n2cnc3c(N)nc(I)nc32)[C@H](O)[C@@H]1O,3.8794260687941504,423.24,0.0,119.31,9.0,3.0,0.0,3.0,0.47,2.0,21.0,0.72
CHEMBL211452,Cc1cc(Sc2nnc3oc(O)cc(C)c2-3)c(C)cc1Cl,4.408967689067309,320.8,4.61,59.15,5.0,1.0,0.0,2.0,0.75,1.0,21.0,-1.27
CHEMBL211536,O=[N+]([O-])c1ccc(Oc2c(Cl)cccc2Cl)c(Cl)c1Oc1c(Cl)cccc1Cl,4.096910013008056,479.53,8.45,61.6,4.0,0.0,1.0,5.0,0.27,3.0,28.0,-0.58
CHEMBL211757,CSc1cccc(-n2c(S)nnc2CCc2ccc(O)cc2)c1,4.0,343.48,3.77,50.94,6.0,2.0,0.0,5.0,0.55,3.0,23.0,-1.57
CHEMBL212086,CC(=O)OC[C@H]1O[C@@H](n2cc(C3C(C#N)=C(N)OC4=C3C(=O)CC(c3ccc(F)cc3)C4)c(=O)[nH]c2=O)C[C@@H]1OC(C)=O,4.020907099361674,594.55,1.67,192.8,12.0,2.0,2.0,6.0,0.46,2.0,43.0,-0.06
CHEMBL212218,Cc1cc(S(=O)(=O)c2c([N+](=O)[O-])cc(C(F)(F)F)cc2[N+](=O)[O-])c(Cl)cc1Cl,5.638136253468664,459.19,4.97,120.42,6.0,0.0,0.0,4.0,0.47,2.0,28.0,-1.41
CHEMBL212263,CCCCN(CCCC)c1c([N+](=O)[O-])cc(S(=O)(=O)Nc2cccc(F)c2)cc1[N+](=O)[O-],5.244062675861986,468.51,4.85,135.69,7.0,1.0,0.0,12.0,0.35,2.0,32.0,-1.61
CHEMBL212284,N#CC1=C(N)Oc2cc3ccccc3c(O)c2C1c1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O,4.0,464.43,0.25,183.82,10.0,5.0,0.0,3.0,0.36,3.0,34.0,0.15
CHEMBL212314,Cc1nc(-c2ccc(S(=O)(=O)Nc3ccc(Br)cc3Cl)s2)cs1,4.176525770829699,449.8,5.4,59.06,5.0,1.0,1.0,4.0,0.58,3.0,23.0,-2.46
CHEMBL212331,CCCCN(CCCC)c1c([N+](=O)[O-])cc(S(=O)(=O)Nc2ccc(F)cc2)cc1[N+](=O)[O-],5.251905831904615,468.51,4.85,135.69,7.0,1.0,0.0,12.0,0.35,2.0,32.0,-1.53
CHEMBL21313,Cc1ccc(C(c2ccn(-c3ccc(F)cc3)c2)n2ccnc2)cc1,4.559405738160169,331.39,4.76,22.75,3.0,0.0,0.0,4.0,0.53,4.0,25.0,-1.35
CHEMBL213812,CC(=O)OC[C@H]1O[C@@H](n2cc(C3C(C#N)=C(N)OC4=C3C(=O)CC(c3ccccc3)C4)c(=O)[nH]c2=O)C[C@@H]1OC(C)=O,4.066006836168758,576.56,1.53,192.8,12.0,2.0,2.0,6.0,0.47,2.0,42.0,0.11
CHEMBL214373,CC(=O)OC[C@H]1O[C@@H](n2cc(C=O)c(=O)[nH]c2=O)C[C@@H]1OC(C)=O,4.0,340.29,-0.87,133.76,9.0,1.0,0.0,5.0,0.54,1.0,24.0,1.07
CHEMBL214455,CC(=O)OC[C@H]1O[C@@H](n2cc(C=C(C#N)C#N)c(=O)[nH]c2=O)C[C@@H]1OC(C)=O,4.521433504406157,388.34,-0.25,164.27,10.0,1.0,0.0,5.0,0.53,1.0,28.0,0.51
CHEMBL214474,CC(=O)OC[C@H]1O[C@@H](n2cc(/C=C/C#N)c(=O)[nH]c2=O)C[C@@H]1OC(C)=O,4.0,363.33,-0.14,140.48,9.0,1.0,0.0,5.0,0.56,1.0,26.0,0.97
CHEMBL214700,N#C/C=C/c1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O,4.036212172654444,279.25,-1.29,128.34,7.0,3.0,0.0,3.0,0.59,1.0,20.0,0.9
CHEMBL214866,COC(=O)/C(C#N)=C/c1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O,5.136677139879544,337.29,-1.74,154.64,9.0,3.0,0.0,4.0,0.33,1.0,24.0,0.36
CHEMBL214955,N#CC1=C(N)OC2=C(C(=O)CCC2)C1c1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O,5.853871964321762,416.39,-1.01,180.66,10.0,4.0,0.0,3.0,0.48,1.0,30.0,-0.14
CHEMBL214966,CCOC(=O)C1=C(N)OC2=C(C(=O)CC(C)(C)C2)C1c1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O,5.142667503568731,491.5,-0.33,183.17,11.0,4.0,1.0,5.0,0.4,1.0,35.0,0.08
CHEMBL215044,CC(=O)OC[C@H]1O[C@@H](n2cc(C3C(C#N)=C(N)Oc4cc5ccccc5c(O)c43)c(=O)[nH]c2=O)C[C@@H]1OC(C)=O,4.0,548.51,1.4,195.96,12.0,3.0,2.0,5.0,0.39,3.0,40.0,0.33
CHEMBL215285,CC(=O)OC[C@H]1O[C@@H](n2cc(C3C(C#N)=C(N)OC4=C3C(=O)CCC4)c(=O)[nH]c2=O)C[C@@H]1OC(C)=O,4.16304326294045,500.46,0.13,192.8,12.0,2.0,2.0,5.0,0.52,1.0,36.0,0.09
CHEMBL2153501,CCCCCCCCCCCC#CC(=O)O,4.607303046740334,224.34,4.0,37.3,1.0,1.0,0.0,9.0,0.47,0.0,16.0,0.94
CHEMBL2153502,CCCCCCCCCCCCCCCC#CC(=O)O,4.958607314841775,280.45,5.56,37.3,1.0,1.0,1.0,13.0,0.35,0.0,20.0,0.75
CHEMBL215710,CC(=O)OC[C@H]1O[C@@H](n2cc(C3C(C#N)=C(N)OC4=C3C(=O)CC(c3ccc(Cl)cc3)C4)c(=O)[nH]c2=O)C[C@@H]1OC(C)=O,4.095825631715837,611.01,2.18,192.8,12.0,2.0,2.0,6.0,0.46,2.0,43.0,-0.01
CHEMBL2158020,CC(C)Oc1cc(-c2ccc(-c3ccc(NC(=N)c4ccccn4)c(OC(C)C)c3)o2)ccc1NC(=N)c1ccccn1.CS(=O)(=O)O,7.585026652029182,670.79,7.85,129.14,7.0,4.0,2.0,10.0,0.1,5.0,43.0,-0.59
CHEMBL2159429,CSC(=CC(=O)/C=C/c1ccc(Cl)cc1)SC,4.698970004336019,284.83,4.49,17.07,3.0,0.0,0.0,5.0,0.74,1.0,17.0,0.02
CHEMBL2159430,CSC(=CC(=O)/C=C/c1ccccc1Cl)SC,4.3979400086720375,284.83,4.49,17.07,3.0,0.0,0.0,5.0,0.74,1.0,17.0,-0.33
CHEMBL2159431,CSC(=CC(=O)/C=C/c1ccc([N+](=O)[O-])cc1)SC,4.3979400086720375,295.39,3.74,60.21,5.0,0.0,0.0,6.0,0.45,1.0,19.0,-0.22
CHEMBL2159574,CSC(=CC(=O)/C=C/c1cccc([N+](=O)[O-])c1)SC,5.290730039024169,295.39,3.74,60.21,5.0,0.0,0.0,6.0,0.45,1.0,19.0,-0.42
CHEMBL2159575,CSC(=CC(=O)/C=C/c1ccc(F)cc1)SC,4.3979400086720375,268.38,3.98,17.07,3.0,0.0,0.0,5.0,0.75,1.0,17.0,-0.11
CHEMBL2159576,COc1cc(/C=C/C(=O)C=C(SC)SC)ccc1OCc1ccccc1,5.448550002027124,386.54,5.42,35.53,5.0,0.0,1.0,9.0,0.54,2.0,26.0,0.07
CHEMBL2159577,CSC(=CC(=O)/C=C/c1ccc(-n2cnnc2)cc1)SC,4.698970004336019,317.44,3.42,47.78,6.0,0.0,0.0,6.0,0.76,2.0,21.0,-0.57
CHEMBL2159578,CSC(=CC(=O)/C=C/c1ccc(-n2ccnc2)cc1)SC,4.3979400086720375,316.45,4.02,34.89,5.0,0.0,0.0,6.0,0.75,2.0,21.0,-0.79
CHEMBL2159751,COc1cc(NC(=N)c2ccccn2)ccc1-c1ccc(-c2ccc(NC(=N)c3ccccn3)cc2OC(C)C)o1.CS(=O)(=O)O,8.154901959985743,642.74,7.07,129.14,7.0,4.0,2.0,9.0,0.11,5.0,41.0,-0.59
CHEMBL2159752,CS(=O)(=O)O.Cc1cc(NC(=N)c2ccccn2)ccc1-c1ccc(-c2ccc(NC(=N)c3ccccn3)cc2OC(C)C)o1,7.67778070526608,626.74,7.37,119.91,6.0,4.0,2.0,8.0,0.12,5.0,40.0,-0.76
CHEMBL2159753,CC(C)Oc1cc(NC(=N)c2ccccn2)ccc1-c1ccc(-c2ccc(NC(=N)c3ccccn3)cc2F)o1.CS(=O)(=O)O,6.823908740944319,630.7,7.2,119.91,6.0,4.0,2.0,8.0,0.12,5.0,40.0,-0.9
CHEMBL2159754,CC(C)Oc1cc(NC(=N)c2ccccn2)ccc1-c1ccc(-c2ccc(NC(=N)c3ccccn3)cc2)o1.CS(=O)(=O)O,8.275724130399212,612.71,7.07,119.91,6.0,4.0,2.0,8.0,0.13,5.0,39.0,-0.74
CHEMBL216289,CC1(C)CC(=O)C2=C(C1)OC(N)=C(C#N)C2c1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O,4.0,444.44,-0.37,180.66,10.0,4.0,0.0,3.0,0.48,1.0,32.0,-0.09
