Molecule ChEMBL ID,SMILES,pIC50,Molecular_Weight,AlogP,TPSA,HBA,HBD,RO5_Violations,Rotatable_Bonds,QED,Aromatic_Rings,Heavy_Atoms,NP_Likeness
CHEMBL3484045,COCc1noc(CNc2nc(C3CCCC3)nc3c2CCNCC3)n1,4.300000029139089,358.45,1.96,97.99,8.0,2.0,0.0,6.0,0.81,2.0,26.0,-1.54
CHEMBL3484132,O=c1[nH]cccc1-c1nccc(C2(c3ccccc3Cl)CCNCC2)n1,4.300000029139089,366.85,3.15,70.67,4.0,2.0,0.0,3.0,0.75,3.0,26.0,-0.39
CHEMBL3484383,COCCN(Cc1cnn(C)c1)c1nc(C)nc2sccc12,4.300000029139089,317.42,2.39,56.07,7.0,0.0,0.0,6.0,0.7,3.0,22.0,-2.79
CHEMBL3484482,O=C1NCCCC12CCN(c1nc3c(c(C(F)(F)F)n1)CCCC3)C2,4.300000029139089,354.38,2.48,58.12,4.0,1.0,0.0,1.0,0.84,1.0,25.0,-0.89
CHEMBL3484496,COCCNc1nc2c(c(NCC3CCOC3)n1)CCNCC2,4.300000029139089,321.43,0.67,80.33,7.0,3.0,0.0,7.0,0.64,1.0,23.0,-0.92
CHEMBL3484545,Cc1c(C(=O)N2CCC(N3CCCCC3)CC2)n(C)c2ccc(Cl)cc12,4.844082010133038,373.93,4.23,28.48,3.0,0.0,0.0,2.0,0.79,2.0,26.0,-1.22
CHEMBL3484557,Cc1sc2nc(CCN)nc(N3CC(N4CCCCC4)C3)c2c1C,4.62471635416263,345.52,2.48,58.28,6.0,1.0,0.0,4.0,0.92,2.0,24.0,-1.62
CHEMBL348457,CC1=C(CCCCCC(=O)NCCCCNCCCNC(=O)CCCCCC2=C(C)C(=O)c3ccccc3C2=O)C(=O)c2ccccc2C1=O,5.301029995663981,681.87,6.67,138.51,7.0,3.0,2.0,21.0,0.13,2.0,50.0,0.19
CHEMBL3484606,CC(Nc1ncnc2c1CCNC2)c1ccc(C(C)(C)C)cc1,4.782072521031049,310.45,3.59,49.84,4.0,2.0,0.0,3.0,0.91,2.0,23.0,-1.05
CHEMBL3484652,Nc1cc(N2CCC(c3cc(Cc4ccccc4)n[nH]3)CC2)ccn1,4.71499451897629,333.44,3.36,70.83,4.0,2.0,0.0,4.0,0.77,3.0,25.0,-0.78
CHEMBL3484655,CCCN(CCOC)c1nc(C)nc2sccc12,4.300000029139089,265.38,2.86,38.25,5.0,0.0,0.0,6.0,0.8,2.0,18.0,-2.31
CHEMBL3485079,COc1ccc(-c2cccc3c2OC(CN)C3)cc1F,4.635549830817517,273.31,2.76,44.48,3.0,1.0,0.0,3.0,0.93,2.0,20.0,-0.52
CHEMBL3485100,CC(=O)NCc1nnc2n1CCN(c1nc(C)nc3sccc13)CC2,4.300000029139089,357.44,1.29,88.83,8.0,1.0,0.0,3.0,0.76,3.0,25.0,-2.75
CHEMBL3485261,Cc1nc(NCc2noc(C3CCCO3)n2)c2ccsc2n1,4.300000029139089,317.37,2.85,85.96,8.0,1.0,0.0,4.0,0.79,3.0,22.0,-2.45
CHEMBL3485297,COCCN(CC1CC1)c1nc(CCN)nc2sc(C)c(C)c12,4.600000074606178,334.49,2.67,64.27,6.0,1.0,0.0,8.0,0.8,2.0,23.0,-1.63
CHEMBL3485514,CC(C)(C)c1nccc(C2(c3ccccc3Cl)CCNCC2)n1,5.143384681298343,329.88,4.1,37.81,3.0,1.0,0.0,2.0,0.9,2.0,23.0,-0.44
CHEMBL3485571,C1Cc2nc(CCNc3nc(C4CC4)nc4c3CCNCC4)sc2C1,5.260526549887556,355.51,2.64,62.73,6.0,2.0,0.0,5.0,0.86,2.0,25.0,-1.58
CHEMBL3485622,CC(C)COc1cccc(-c2nc3c([nH]2)CCNC3)c1,4.701938832233482,271.36,2.76,49.94,3.0,2.0,0.0,4.0,0.9,2.0,20.0,-0.87
CHEMBL3486177,CC(C)n1ccnc1C1CCCN(c2ccccn2)C1,4.300000029139089,270.38,3.24,33.95,4.0,0.0,0.0,3.0,0.86,2.0,20.0,-1.84
CHEMBL3486196,Cc1nc[nH]c1CN(C)CC1CCCN(CCc2ccc(Cl)cc2)C1,5.107544835575378,360.93,3.76,35.16,3.0,1.0,0.0,7.0,0.82,2.0,25.0,-1.49
CHEMBL3486346,CCc1cc(N2CCCNCC2)n2nc(C)c(C)c2n1,4.300000029139089,273.38,1.71,45.46,5.0,1.0,0.0,2.0,0.9,2.0,20.0,-1.65
CHEMBL3486401,Clc1ccccc1C1(c2ccnc(CC3CC3)n2)CCNCC1,4.577959542721261,327.86,3.75,37.81,3.0,1.0,0.0,4.0,0.93,2.0,23.0,-0.31
CHEMBL3486428,NCC1CN(c2nc(-c3ccccc3)nc3c2CCNCC3)CCO1,4.300000029139089,339.44,1.0,76.3,6.0,2.0,0.0,3.0,0.87,2.0,25.0,-1.19
CHEMBL3486521,Cc1cc(N2CCCCCC2)n2nc(C)c(C)c2n1,4.300000029139089,258.37,3.03,33.43,4.0,0.0,0.0,1.0,0.79,2.0,19.0,-1.66
CHEMBL3486531,Clc1ccccc1C1(c2ccnc(-c3ncccn3)n2)CCNCC1,4.300000029139089,351.84,3.26,63.59,5.0,1.0,0.0,3.0,0.78,3.0,25.0,-0.54
CHEMBL3486575,Clc1ccccc1C1(c2ccnc(-c3ccncc3)n2)CCNCC1,4.676893332934696,350.85,3.86,50.7,4.0,1.0,0.0,3.0,0.78,3.0,25.0,-0.65
CHEMBL3486585,CN(Cc1cccc(O)c1)CC1CCCN(CCc2ccc(Cl)cc2)C1,5.0654568483801725,372.94,4.43,26.71,3.0,1.0,0.0,7.0,0.78,2.0,26.0,-1.21
CHEMBL3486634,N#CC1CCCN(c2nc(-c3ccccc3)nc3c2CCNCC3)C1,4.676344835307331,333.44,2.57,64.84,5.0,1.0,0.0,2.0,0.91,2.0,25.0,-1.23
CHEMBL3486744,FC(F)(F)c1nc(NC2CCCC2)c2ccccc2n1,4.300000029139089,281.28,4.0,37.81,3.0,1.0,0.0,2.0,0.9,2.0,20.0,-1.44
CHEMBL3486800,CC(C)c1cc(N2CCC(N)CC2)n2nccc2n1,4.300000029139089,259.36,1.78,59.45,5.0,1.0,0.0,2.0,0.89,2.0,19.0,-1.53
CHEMBL3486943,Cc1cnc(N2CCCC3(CCCN(C)C3)C2)nc1,4.300000029139089,260.39,2.1,32.26,4.0,0.0,0.0,1.0,0.77,1.0,19.0,-0.69
CHEMBL3486977,COCCNc1nc(C2CCCC2)nc2c1CCNCC2,4.687787345243259,290.41,1.88,59.07,5.0,2.0,0.0,5.0,0.81,1.0,21.0,-1.0
CHEMBL3487201,Cn1ccc(C(=O)N2CCCC(Cc3cccc4ncccc34)C2)n1,4.300000029139089,334.42,3.06,51.02,4.0,0.0,0.0,3.0,0.74,3.0,25.0,-1.73
CHEMBL3487206,CN1CCCC(Cc2cncc(Br)c2)CC1,4.300000029139089,283.21,3.12,16.13,2.0,0.0,0.0,2.0,0.83,1.0,16.0,-0.88
CHEMBL3487613,Cc1ccc(CC(=O)Nc2cc(C(C)C)n[nH]2)cn1,4.9240029613406175,258.32,2.42,70.67,3.0,2.0,0.0,4.0,0.88,2.0,19.0,-1.94
CHEMBL3488760,CCC1CCCN(Cc2nc(N)c3ccccc3n2)C1,4.300000029139089,270.38,2.83,55.04,4.0,1.0,0.0,3.0,0.93,2.0,20.0,-1.4
CHEMBL3488837,c1cnc(-c2nc(CN3CCCC(N4CCCC4)C3)cs2)nc1,4.300000029139089,329.47,2.66,45.15,6.0,0.0,0.0,4.0,0.86,2.0,23.0,-2.22
CHEMBL3488845,CCCC1CCCN(Cc2csc(-c3ncccn3)n2)CC1,4.815433751349067,316.47,4.0,41.91,5.0,0.0,0.0,5.0,0.84,2.0,22.0,-2.04
CHEMBL3488850,c1cnc(-c2nc(CN3CCCN(Cc4cccs4)CC3)cs2)nc1,4.300000029139089,371.54,3.37,45.15,7.0,0.0,0.0,5.0,0.69,3.0,25.0,-2.56
CHEMBL3488860,c1cnc(-c2nc(CN3CCN(CC4CC4)CC3)cs2)nc1,4.300000029139089,315.45,2.13,45.15,6.0,0.0,0.0,5.0,0.85,2.0,22.0,-2.23
CHEMBL3488864,CC(=O)NC1CCCN(Cc2csc(-c3ncccn3)n2)C1,4.300000029139089,317.42,1.7,71.01,6.0,1.0,0.0,4.0,0.93,2.0,22.0,-2.37
CHEMBL3488888,NC(=O)C1CCN(Cc2csc(-c3ncccn3)n2)CC1,4.300000029139089,303.39,1.3,85.0,6.0,1.0,0.0,4.0,0.92,2.0,21.0,-2.48
CHEMBL3489814,CC(O)CN1CCC(CNCc2cccc(OC(F)(F)F)c2)CC1,4.812027901867396,346.39,2.77,44.73,4.0,2.0,0.0,7.0,0.8,1.0,24.0,-1.12
CHEMBL3489816,CC(O)CN1CCC(CNCc2ccc(OC(F)(F)F)cc2)CC1,5.017029977957829,346.39,2.77,44.73,4.0,2.0,0.0,7.0,0.8,1.0,24.0,-1.03
CHEMBL3490387,CC(C(=O)NCc1ccnc(N(C)C)c1)n1cccn1,4.300000029139089,273.34,1.22,63.05,5.0,1.0,0.0,5.0,0.89,2.0,20.0,-2.34
CHEMBL3490408,CC(NCc1ccsc1)c1ccc2c(c1)NC(=O)CO2,4.300000029139089,288.37,2.93,50.36,4.0,2.0,0.0,4.0,0.91,2.0,20.0,-1.92
CHEMBL3490457,C=C(C)CN1CCC(C(=O)c2cc(F)ccc2F)CC1,4.300000029139089,279.33,3.44,20.31,2.0,0.0,0.0,4.0,0.62,1.0,20.0,-1.76
CHEMBL3490537,CC(Cn1cccn1)NC(=O)NCCc1cccnc1,4.300000029139089,273.34,1.21,71.84,4.0,2.0,0.0,6.0,0.83,2.0,20.0,-2.39
CHEMBL3490631,O=C(NCc1ccccn1)C1=NN(c2ccccc2)C(=O)CN1,4.300000029139089,309.33,0.65,86.69,5.0,2.0,0.0,4.0,0.87,2.0,23.0,-1.84
CHEMBL3490984,COc1cccc(CNCC2CN(C)CCO2)c1,4.300000029139089,250.34,1.12,33.73,4.0,1.0,0.0,5.0,0.85,1.0,18.0,-1.08
CHEMBL3491667,COc1ccc(CNc2cnn(C)c(=O)c2Cl)cc1,4.300000029139089,279.73,2.05,56.15,5.0,1.0,0.0,4.0,0.93,2.0,19.0,-1.62
CHEMBL3492905,Cc1cc(CN2CCCC(Cn3cncn3)C2)on1,4.300000029139089,261.33,1.49,59.98,6.0,0.0,0.0,4.0,0.83,2.0,19.0,-2.36
CHEMBL3493871,CC(NC(=O)NCCNc1cnccn1)c1cccs1,4.300000029139089,291.38,2.01,78.94,5.0,3.0,0.0,6.0,0.71,2.0,20.0,-2.47
CHEMBL3493928,CC(C)OCCN1CCC(N2CCN(C)C2=O)CC1,4.300000029139089,269.39,1.24,36.02,3.0,0.0,0.0,5.0,0.75,0.0,19.0,-1.27
CHEMBL3494517,CC(NC(=O)NCCCn1ccnc1)c1ccc2c(c1)OCCCO2,4.300000029139089,344.42,2.49,77.41,5.0,2.0,0.0,6.0,0.79,2.0,25.0,-1.71
CHEMBL3494560,Cn1nccc1C1CCN(Cc2csc(-c3ncccn3)n2)CC1,4.300000029139089,340.46,2.71,59.73,7.0,0.0,0.0,4.0,0.73,3.0,24.0,-2.35
CHEMBL3494574,c1cnc(-c2nc(CN3CCC(c4ccn[nH]4)CC3)cs2)nc1,4.300000029139089,326.43,2.7,70.59,6.0,1.0,0.0,4.0,0.8,3.0,23.0,-2.4
CHEMBL3494607,CC1CCCN(Cc2csc(-c3ncccn3)n2)CC1,4.693482979160523,288.42,3.22,41.91,5.0,0.0,0.0,3.0,0.87,2.0,20.0,-2.38
CHEMBL3495080,COc1ccc(CNCC2CCN(CC(C)O)CC2)c2ccccc12,5.284029632312885,342.48,3.03,44.73,4.0,2.0,0.0,7.0,0.81,2.0,25.0,-0.6
CHEMBL3495216,CCCC1CCCN(Cc2csc(-c3cnn(C)c3)n2)CC1,4.300000029139089,318.49,3.95,33.95,5.0,0.0,0.0,5.0,0.84,2.0,22.0,-2.45
CHEMBL3495486,Cc1ccc(S(=O)(=O)Nc2ccc(=O)n(C)c2)cc1,4.300000029139089,278.33,1.49,68.17,4.0,1.0,0.0,3.0,0.92,2.0,19.0,-1.61
CHEMBL3495567,CCOc1ccc(S(=O)(=O)NCc2cccnc2N(C)C)cc1,4.300000029139089,335.43,2.02,71.53,5.0,1.0,0.0,7.0,0.84,2.0,23.0,-1.96
CHEMBL3495590,CCCc1nc(CN2CCCC2Cn2cncn2)cs1,4.300000029139089,291.42,2.35,46.84,6.0,0.0,0.0,6.0,0.82,2.0,20.0,-2.34
CHEMBL3495696,CC(C)c1n[nH]c(C(=O)Nc2ccncc2)c1Br,4.300000029139089,309.17,2.94,70.67,3.0,2.0,0.0,3.0,0.92,2.0,18.0,-1.76
CHEMBL349612,CCCCCCCCCCCCCC=C1CCC(OCCOP(=O)([O-])OCC[N+]2(C)CCCCC2)CC1,4.527243550682788,543.77,7.71,67.82,5.0,0.0,2.0,21.0,0.06,0.0,37.0,0.66
CHEMBL3496305,O=C(CCc1cscn1)N1CCCC(n2ccnc2)C1,4.300000029139089,290.39,2.14,51.02,5.0,0.0,0.0,4.0,0.87,2.0,20.0,-2.2
CHEMBL3496420,Cc1ccc(N2CCCC(NCc3cscn3)C2)nn1,4.300000029139089,289.41,2.0,53.94,6.0,1.0,0.0,4.0,0.93,2.0,20.0,-2.6
CHEMBL3496535,c1cnc(-c2nc(CN3CCCC(Cn4cncn4)C3)cs2)nc1,4.300000029139089,341.44,2.1,72.62,8.0,0.0,0.0,5.0,0.71,3.0,24.0,-2.54
CHEMBL3496557,CC(O)CN1CCC(CNCc2cccc(Br)c2)CC1,4.73368571092013,341.29,2.63,35.5,3.0,2.0,0.0,6.0,0.84,1.0,20.0,-1.13
CHEMBL349670,C[N+](C)(C)CCOP(=O)([O-])OCCOc1ccc2ccccc2c1,4.0,353.36,2.43,67.82,5.0,0.0,0.0,9.0,0.39,2.0,24.0,0.0
CHEMBL3497382,CN(C)S(=O)(=O)c1ccc(-c2nc(C#N)c(NC(C)(C)C)o2)o1.Cl,4.300000029139089,374.85,2.27,112.37,7.0,1.0,0.0,4.0,0.91,2.0,23.0,-2.03
CHEMBL3497441,CCOC(=O)N1CC2(CCNCC2)c2cc(Cl)ccc21.Cl,4.6662390023701725,331.24,2.94,41.57,3.0,1.0,0.0,1.0,0.87,1.0,20.0,-0.51
CHEMBL3497557,Cc1nn(C)c(C)c1CCn1cncc1-c1ccc2c(c1)CC(C)N2C.Cl,4.300000029139089,385.94,3.52,38.88,5.0,0.0,0.0,4.0,0.72,3.0,26.0,-1.12
CHEMBL3497559,CCN1c2ccc(-c3cncn3CCCn3ccnc3C)cc2CC1C.Cl,4.6432862404979005,385.94,3.92,38.88,5.0,0.0,0.0,6.0,0.68,3.0,26.0,-1.27
CHEMBL3497573,Cc1nccn1CCCn1cncc1-c1ccc2c(c1)CCCN2C.Cl,4.300000029139089,371.92,3.53,38.88,5.0,0.0,0.0,5.0,0.72,3.0,25.0,-1.47
CHEMBL3497582,Cc1nccn1CCCn1cncc1-c1ccc2c(c1)CC(C)N2C.Cl,4.300000029139089,371.92,3.53,38.88,5.0,0.0,0.0,5.0,0.72,3.0,25.0,-0.98
CHEMBL3497602,Cl.NC1CCc2nc(-c3cccnc3)nc(Nc3ccc(F)cc3)c2C1,5.040971384521201,371.85,3.24,76.72,5.0,2.0,0.0,3.0,0.77,3.0,25.0,-1.4
CHEMBL3497604,Cl.NC1CCc2nc(-c3ccncc3)nc(Nc3cccc(F)c3)c2C1,5.201669041381145,371.85,3.24,76.72,5.0,2.0,0.0,3.0,0.77,3.0,25.0,-1.4
CHEMBL3497765,COc1cccc(Nc2nc(-c3ccncc3)nc3c2CNCC3)c1.Cl,4.810664263494653,369.86,2.94,71.96,6.0,2.0,0.0,4.0,0.76,3.0,25.0,-1.37
CHEMBL3497766,COc1cccc(Nc2nc(N3CCCC3)nc3c2CNCC3)c1.Cl,5.313630545415018,361.88,2.47,62.31,6.0,2.0,0.0,4.0,0.9,2.0,24.0,-1.43
CHEMBL3497791,Cl.NCC(=O)N1CCC(c2ccnc(Nc3cc(C(F)(F)F)ccn3)n2)C1,4.811068362224589,402.81,1.91,97.03,6.0,2.0,0.0,4.0,0.86,2.0,26.0,-1.45
CHEMBL3497846,Cc1nc(C2(O)CCCNCC2)sc1CCOc1ccccc1F.Cl,4.901283940830809,386.92,3.17,54.38,5.0,2.0,0.0,5.0,0.87,2.0,24.0,-0.75
CHEMBL3497893,Cc1nc(C2(O)CCCNCC2)sc1CCOc1ccc(F)c(F)c1.Cl,4.935560521716857,404.91,3.31,54.38,5.0,2.0,0.0,5.0,0.85,2.0,25.0,-0.88
CHEMBL3497896,Cc1nc(C2(O)CCCNCC2)sc1CCOc1ccccc1Cl.Cl,4.957948609099259,403.38,3.69,54.38,5.0,2.0,0.0,5.0,0.85,2.0,24.0,-0.62
CHEMBL3497897,Cc1nc(C2(O)CCCNCC2)sc1CCOc1ccccc1.Cl,4.549442431554664,368.93,3.03,54.38,5.0,2.0,0.0,5.0,0.88,2.0,23.0,-0.39
CHEMBL3497992,COc1ccc(OCc2sc(C3(O)CCCNCC3)nc2C)cc1.Cl,4.300000029139089,384.93,3.0,63.61,6.0,2.0,0.0,5.0,0.87,2.0,24.0,-0.21
CHEMBL3497993,COc1ccc(OCCc2sc(C3(O)CCCNCC3)nc2C)cc1.Cl,4.300000029139089,398.96,3.04,63.61,6.0,2.0,0.0,6.0,0.83,2.0,25.0,-0.29
CHEMBL3497998,Cc1nc(C2(O)CCCNCC2)sc1CCOc1ccc(Cl)cc1.Cl,4.932482979615283,403.38,3.69,54.38,5.0,2.0,0.0,5.0,0.85,2.0,24.0,-0.56
CHEMBL3498142,CCC(N)C(=O)N1CCC(OCc2ccc(Cl)c(Cl)c2)CC1.Cl,4.680111504294571,381.73,3.24,55.56,3.0,1.0,0.0,5.0,0.89,1.0,22.0,-0.83
CHEMBL3498144,COc1ccc(C(NCc2ccc(C#N)cc2)C2CC2)cc1.Cl,4.300000029139089,328.84,3.81,45.05,3.0,1.0,0.0,6.0,0.88,2.0,22.0,-1.05
CHEMBL3498170,CC(Cn1ccnc1)NCc1cc(Br)c2c(c1)OCO2.Cl,4.300000029139089,374.67,2.55,48.31,5.0,1.0,0.0,5.0,0.91,2.0,20.0,-1.03
CHEMBL3498229,CCOc1ccc(CNCC(O)c2ccccc2)cc1Cl.Cl,4.528757883507455,342.27,3.56,41.49,3.0,2.0,0.0,7.0,0.82,2.0,21.0,-1.07
CHEMBL3498315,COc1c(CNC2CCSc3ccc(F)cc32)c(C)nn1C.Cl,4.67158672483656,357.88,3.2,39.08,5.0,1.0,0.0,4.0,0.94,2.0,22.0,-2.02
CHEMBL3498346,CC(C)C[C@H](N)C(=O)N1CC2(CCNCC2)c2cc(Cl)ccc21.Cl.Cl,5.077181775809008,408.8,2.68,58.36,3.0,2.0,0.0,3.0,0.89,1.0,23.0,-0.14
CHEMBL3498380,CCOc1c(CNCCCn2ccnc2)cc(Cl)cc1OC.Cl.Cl,4.560204515954836,396.75,3.12,48.31,5.0,1.0,0.0,9.0,0.72,2.0,22.0,-1.63
CHEMBL3498381,CCOc1ccc(CNCCCn2ccnc2)cc1Cl.Cl.Cl,4.899585682962015,366.72,3.12,39.08,4.0,1.0,0.0,8.0,0.76,2.0,20.0,-1.86
CHEMBL3498810,CC(C)N1CCN(c2ccc3ccc(C(=O)NC4CCCC4)cn23)CC1.O=C(O)C(F)(F)F,4.300000029139089,468.52,3.14,39.99,4.0,1.0,0.0,4.0,0.92,2.0,26.0,-1.31
CHEMBL3499025,CCN(CC)c1ccc2ccc(C(=O)N(CCOC)CCOC)cn12.O=C(O)C(F)(F)F,4.300000029139089,461.48,2.52,46.42,5.0,0.0,0.0,10.0,0.66,2.0,25.0,-1.26
CHEMBL3499127,CN1CCN(c2ccc3ccc(C(=O)N4CCCO4)cn23)CC1.O=C(O)C(F)(F)F,4.300000029139089,428.41,1.47,40.43,5.0,0.0,0.0,2.0,0.84,2.0,23.0,-1.11
CHEMBL3499129,CCN(CC)c1ccc2ccc(C(=O)N3CCCCO3)cn12.O=C(O)C(F)(F)F,4.613309523385823,415.41,2.95,37.19,4.0,0.0,0.0,4.0,0.87,2.0,22.0,-1.06
CHEMBL3499133,O=C(O)C(F)(F)F.O=C(c1ccc2ccc(N3CCN(CC4CC4)CC3)n2c1)N1CCCO1,4.300000029139089,468.48,2.25,40.43,5.0,0.0,0.0,4.0,0.84,2.0,26.0,-1.23
CHEMBL3499142,CN1CCN(c2ccc3ccc(C(=O)N4CCCCO4)cn23)CC1.O=C(O)C(F)(F)F,4.300000029139089,442.44,1.86,40.43,5.0,0.0,0.0,2.0,0.84,2.0,24.0,-1.08
CHEMBL3499150,O=C(O)C(F)(F)F.O=C(c1cc[nH]n1)N1CCC(F)(F)C2(CCN(c3ccccn3)C2)C1,4.300000029139089,461.39,2.18,65.12,4.0,1.0,0.0,2.0,0.9,2.0,25.0,-1.68
CHEMBL3499154,O=C(O)C(F)(F)F.O=C(c1c[nH]cn1)N1CCC(F)(F)C2(CCN(c3cnccn3)C2)C1,4.300000029139089,462.38,1.58,78.01,5.0,1.0,0.0,2.0,0.89,2.0,25.0,-1.08
CHEMBL3499160,O=C(O)C(F)(F)F.O=C(c1c[nH]cn1)N1CCC(F)(F)C2(CCN(c3ncccn3)C2)C1,4.300000029139089,462.38,1.58,78.01,5.0,1.0,0.0,2.0,0.89,2.0,25.0,-0.93
CHEMBL3499166,O=C(O)C(F)(F)F.O=C(c1c[nH]cn1)N1CCC(F)(F)C2(CCN(c3cccc(F)c3)C2)C1,4.300000029139089,478.39,2.93,52.23,3.0,1.0,0.0,2.0,0.89,2.0,26.0,-1.05
CHEMBL3499171,O=C(O)C(F)(F)F.O=C(c1cnccn1)N1CCC(F)(F)C2(CCN(c3ccccn3)C2)C1,4.300000029139089,473.4,2.25,62.22,5.0,0.0,0.0,2.0,0.82,2.0,26.0,-1.54
CHEMBL3499210,CC(C)c1nc(-c2cc(C(=O)NCCN(C)C)c3ccccn23)cs1.O=C(O)C(F)(F)F,4.784787579789933,470.52,3.48,49.64,5.0,1.0,0.0,6.0,0.74,3.0,25.0,-1.8
CHEMBL3499428,O=C(CO)N1CCC(F)(F)C2(CCN(c3ccccc3)C2)C1.O=C(O)C(F)(F)F,4.300000029139089,424.37,1.74,43.78,3.0,1.0,0.0,2.0,0.9,1.0,22.0,-0.53
CHEMBL3499783,Cn1ccnc1CN1CCC(F)(F)C2(CCN(c3cnccn3)C2)C1.O=C(O)C(F)(F)F,4.300000029139089,462.42,1.95,50.08,6.0,0.0,0.0,3.0,0.85,2.0,25.0,-1.57
CHEMBL3499791,Cn1cc(CN2CCC(F)(F)C3(CCN(c4ncc(F)cn4)C3)C2)cn1.O=C(O)C(F)(F)F,4.300000029139089,480.41,2.09,50.08,6.0,0.0,0.0,3.0,0.83,2.0,26.0,-1.55
CHEMBL3500818,CN(Cc1ccccc1)C1COC2(CCN(Cc3nccs3)CC2)C1.O=C(O)C(F)(F)F,4.300000029139089,471.55,3.4,28.6,5.0,0.0,0.0,5.0,0.82,2.0,25.0,-1.26
CHEMBL3501084,O=C(NC1COC2(CCN(Cc3ccccn3)CC2)C1)c1ccccn1.O=C(O)C(F)(F)F,4.300000029139089,466.46,2.03,67.35,5.0,1.0,0.0,4.0,0.91,2.0,26.0,-1.1
CHEMBL3501181,CCN1CCC2(C=C(C(=O)N(C)C)c3ccccc32)CC1.O=C(O)C(F)(F)F,4.300000029139089,398.43,2.53,23.55,2.0,0.0,0.0,2.0,0.83,1.0,21.0,-0.53
CHEMBL3501399,Cc1ccc(N2CCC3(CN(CCO)CCC3(F)F)C2)nn1.O=C(O)C(F)(F)F,4.300000029139089,426.39,1.31,52.49,5.0,1.0,0.0,3.0,0.91,1.0,22.0,-1.17
CHEMBL3501400,O=C(O)C(F)(F)F.OCCN1CCC(F)(F)C2(CCN(c3cnccn3)C2)C1,4.300000029139089,412.36,1.01,52.49,5.0,1.0,0.0,3.0,0.9,1.0,21.0,-1.06
CHEMBL3501405,Cc1ccc(N2CCC3(CN(Cc4cccs4)CCC3(F)F)C2)nn1.O=C(O)C(F)(F)F,4.300000029139089,478.49,3.58,32.26,5.0,0.0,0.0,3.0,0.83,2.0,25.0,-1.9
CHEMBL3501722,FC1(F)CCN(Cc2ccccn2)CC12CCN(c1ncccn1)C2.O=C(O)C(F)(F)F,4.300000029139089,459.42,2.61,45.15,5.0,0.0,0.0,3.0,0.86,2.0,25.0,-1.34
CHEMBL3502377,CCc1ccc(CN2CCC3(CC2)CC(N2CCN(C)CC2)CO3)cc1.O=C(O)C(F)(F)F,5.156143681903263,471.56,2.62,18.95,4.0,0.0,0.0,4.0,0.82,1.0,26.0,-0.57
CHEMBL3502567,O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.c1cc(CN2CCC3(CC2)CC(N2CCCC2)CO3)co1,4.300000029139089,518.45,2.5,28.85,4.0,0.0,0.0,3.0,0.86,1.0,21.0,-0.04
CHEMBL3502619,CN(C)C1COC2(CCN(Cc3ccc4c(c3)OCO4)CC2)C1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,4.300000029139089,546.46,2.1,34.17,5.0,0.0,0.0,3.0,0.85,1.0,23.0,-0.4
CHEMBL3502761,O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(c1c[nH]cn1)N1CCC(F)(F)C2(CCN(c3ccccn3)C2)C1,4.300000029139089,575.41,2.18,65.12,4.0,1.0,0.0,2.0,0.9,2.0,25.0,-1.14
CHEMBL3502856,O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)CN1CCC(F)(F)C2(CCN(c3ccccn3)C2)C1,4.300000029139089,539.38,1.7,56.67,4.0,1.0,0.0,3.0,0.92,1.0,22.0,-1.05
CHEMBL3502859,O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)CN1CCC(F)(F)C2(CCN(c3ccccc3)C2)C1,4.300000029139089,538.39,2.31,43.78,3.0,1.0,0.0,3.0,0.93,1.0,22.0,-0.56
CHEMBL3503012,Fc1ccc(CN2CCC(F)(F)C3(CCN(c4cnccn4)C3)C2)cc1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,4.300000029139089,590.44,3.35,32.26,4.0,0.0,0.0,3.0,0.84,2.0,26.0,-1.35
CHEMBL3503015,Cn1cc(CN2CCC(F)(F)C3(CCN(c4ccccn4)C3)C2)cn1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,4.300000029139089,575.46,2.55,37.19,5.0,0.0,0.0,3.0,0.86,2.0,25.0,-1.86
CHEMBL3503016,Cn1cc(CN2CCC(F)(F)C3(CCN(c4ncccn4)C3)C2)cn1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,4.300000029139089,576.45,1.95,50.08,6.0,0.0,0.0,3.0,0.85,2.0,25.0,-1.66
CHEMBL3503022,Cn1cc(CN2CCC(F)(F)C3(CCN(c4cccnc4)C3)C2)cn1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,4.300000029139089,575.46,2.55,37.19,5.0,0.0,0.0,3.0,0.86,2.0,25.0,-1.61
CHEMBL3503288,Cn1ncc2c1CN(Cc1ccc(F)cc1)CC2COCC1CC1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,4.300000029139089,557.46,3.09,30.29,4.0,0.0,0.0,6.0,0.82,2.0,24.0,-1.31
