Molecular_Weight,AlogP,TPSA,HBA,HBD,RO5_Violations,Rotatable_Bonds,QED,Aromatic_Rings,Heavy_Atoms,NP_Likeness
444.58,6.26,126.02,4.0,4.0,1.0,12.0,0.12,4.0,33.0,0.16
360.42,3.92,126.02,4.0,4.0,0.0,6.0,0.31,4.0,27.0,0.2
332.36,3.34,126.02,4.0,4.0,0.0,4.0,0.34,4.0,25.0,0.1
384.44,3.47,75.06,6.0,2.0,0.0,4.0,0.56,4.0,29.0,0.03
403.48,4.75,56.79,6.0,1.0,0.0,9.0,0.61,2.0,28.0,-0.23
385.49,4.61,56.79,6.0,1.0,0.0,9.0,0.64,2.0,27.0,0.05
399.51,4.29,56.79,6.0,1.0,0.0,10.0,0.6,2.0,28.0,0.11
419.93,5.26,56.79,6.0,1.0,1.0,9.0,0.56,2.0,28.0,-0.15
415.51,4.62,66.02,7.0,1.0,0.0,10.0,0.57,2.0,29.0,0.02
391.53,4.42,56.79,6.0,1.0,0.0,9.0,0.63,1.0,27.0,0.2
444.58,6.0,98.04,4.0,4.0,1.0,8.0,0.2,4.0,33.0,0.07
430.55,5.52,80.46,4.0,2.0,1.0,7.0,0.23,4.0,32.0,0.04
416.53,5.42,98.04,4.0,4.0,1.0,6.0,0.25,4.0,31.0,-0.02
384.44,3.47,75.06,6.0,2.0,0.0,4.0,0.56,4.0,29.0,-0.01
644.89,10.14,100.9,6.0,2.0,2.0,13.0,0.1,1.0,47.0,2.0
616.84,9.36,100.9,6.0,2.0,2.0,12.0,0.11,1.0,45.0,2.19
630.87,9.66,89.9,6.0,1.0,2.0,13.0,0.1,1.0,46.0,2.02
646.87,9.34,110.13,7.0,2.0,2.0,14.0,0.07,1.0,47.0,2.15
690.92,9.61,108.36,8.0,1.0,2.0,17.0,0.06,1.0,50.0,1.88
630.87,9.75,100.9,6.0,2.0,2.0,13.0,0.1,1.0,46.0,2.04
644.89,10.14,100.9,6.0,2.0,2.0,14.0,0.09,1.0,47.0,2.02
642.88,9.92,100.9,6.0,2.0,2.0,14.0,0.09,1.0,47.0,2.07
640.86,9.37,100.9,6.0,2.0,2.0,13.0,0.07,1.0,47.0,1.9
692.94,10.93,100.9,6.0,2.0,2.0,14.0,0.09,2.0,51.0,1.84
783.06,12.81,89.9,6.0,1.0,2.0,17.0,0.06,3.0,58.0,1.49
767.96,10.85,153.27,9.0,2.0,2.0,16.0,0.04,2.0,56.0,1.43
933.11,12.64,194.64,12.0,1.0,3.0,21.0,0.03,3.0,68.0,1.07
702.93,9.49,119.36,8.0,2.0,2.0,15.0,0.08,1.0,51.0,1.87
803.05,9.93,126.82,10.0,1.0,2.0,19.0,0.06,1.0,58.0,1.52
644.85,9.28,117.97,7.0,2.0,2.0,12.0,0.06,1.0,47.0,2.18
742.99,11.06,124.04,8.0,1.0,2.0,17.0,0.04,1.0,54.0,1.76
771.05,11.55,124.04,8.0,1.0,2.0,13.0,0.05,1.0,56.0,1.65
767.02,11.39,124.04,8.0,1.0,2.0,15.0,0.04,1.0,56.0,1.78
349.78,4.8,68.02,4.0,1.0,0.0,3.0,0.58,4.0,25.0,-1.83
339.74,4.39,81.16,5.0,1.0,0.0,3.0,0.6,4.0,24.0,-1.74
356.79,4.25,80.91,6.0,1.0,0.0,3.0,0.59,4.0,24.0,-2.42
256.35,3.53,37.91,2.0,1.0,0.0,3.0,0.91,2.0,19.0,-1.22
320.39,4.76,47.14,3.0,1.0,0.0,4.0,0.75,3.0,24.0,-1.0
366.38,3.61,93.52,6.0,1.0,0.0,5.0,0.55,3.0,27.0,-1.45
269.35,3.34,60.21,5.0,0.0,0.0,5.0,0.35,1.0,17.0,-0.68
316.45,5.23,26.3,4.0,0.0,1.0,6.0,0.54,2.0,21.0,-0.26
321.38,3.71,50.38,4.0,1.0,0.0,4.0,0.8,3.0,24.0,-1.27
322.36,3.97,47.73,5.0,0.0,0.0,4.0,0.73,3.0,24.0,-1.26
442.48,5.08,82.66,7.0,0.0,1.0,6.0,0.31,4.0,33.0,-1.54
520.11,3.04,108.97,3.0,4.0,1.0,5.0,0.28,2.0,22.0,-0.44
268.32,1.83,108.97,3.0,4.0,0.0,5.0,0.49,2.0,20.0,-0.52
347.22,2.6,108.97,3.0,4.0,0.0,5.0,0.49,2.0,21.0,-0.36
394.22,2.44,108.97,3.0,4.0,0.0,5.0,0.36,2.0,21.0,-0.44
337.21,3.14,108.97,3.0,4.0,0.0,5.0,0.5,2.0,22.0,-0.45
426.11,3.36,108.97,3.0,4.0,0.0,5.0,0.44,2.0,22.0,-0.1
520.11,3.04,108.97,3.0,4.0,1.0,5.0,0.28,2.0,22.0,-0.28
302.76,2.49,108.97,3.0,4.0,0.0,5.0,0.5,2.0,21.0,-0.79
347.22,2.6,108.97,3.0,4.0,0.0,5.0,0.49,2.0,21.0,-0.54
394.22,2.44,108.97,3.0,4.0,0.0,5.0,0.36,2.0,21.0,-0.62
298.35,1.84,118.2,4.0,4.0,0.0,6.0,0.48,2.0,22.0,-0.37
337.21,3.14,108.97,3.0,4.0,0.0,5.0,0.5,2.0,22.0,-0.61
426.11,3.36,108.97,3.0,4.0,0.0,5.0,0.44,2.0,22.0,-0.26
397.17,3.06,102.24,4.0,2.0,0.0,5.0,0.27,2.0,21.0,-1.02
523.07,3.67,102.24,4.0,2.0,1.0,5.0,0.21,2.0,22.0,-0.98
268.36,3.67,59.1,2.0,2.0,0.0,5.0,0.64,2.0,20.0,-0.42
268.32,1.83,108.97,3.0,4.0,0.0,5.0,0.49,2.0,20.0,-0.28
388.94,3.91,80.99,3.0,4.0,0.0,7.0,0.45,2.0,26.0,-0.41
302.76,2.49,108.97,3.0,4.0,0.0,5.0,0.5,2.0,21.0,-0.62
349.46,4.53,61.03,5.0,1.0,0.0,6.0,0.52,3.0,25.0,-0.73
387.51,4.26,79.49,7.0,1.0,0.0,7.0,0.56,2.0,27.0,-0.44
343.45,3.86,70.26,6.0,1.0,0.0,5.0,0.66,2.0,24.0,-0.25
361.38,2.13,115.4,7.0,2.0,0.0,5.0,0.48,2.0,22.0,-0.21
424.5,5.56,82.29,6.0,2.0,1.0,8.0,0.39,4.0,32.0,-0.73
418.5,4.89,91.52,7.0,2.0,0.0,7.0,0.56,3.0,31.0,-0.36
333.41,2.98,79.49,7.0,1.0,0.0,6.0,0.64,2.0,23.0,-0.3
273.36,2.96,61.03,5.0,1.0,0.0,4.0,0.69,2.0,19.0,-0.63
303.39,2.97,70.26,6.0,1.0,0.0,5.0,0.68,2.0,21.0,-0.48
490.57,7.8,74.43,3.0,2.0,1.0,3.0,0.25,5.0,38.0,0.23
648.36,9.33,74.43,3.0,2.0,2.0,3.0,0.19,5.0,40.0,0.11
620.35,9.51,57.36,2.0,2.0,2.0,2.0,0.2,5.0,38.0,-0.01
642.71,8.04,112.74,8.0,2.0,2.0,8.0,0.17,5.0,48.0,0.2
769.81,7.62,170.35,10.0,3.0,2.0,10.0,0.13,5.0,57.0,0.19
783.84,7.71,159.35,11.0,2.0,3.0,10.0,0.13,5.0,58.0,0.15
924.96,7.38,205.96,14.0,2.0,3.0,12.0,0.11,5.0,68.0,0.06
993.18,12.85,138.44,6.0,4.0,2.0,10.0,0.11,9.0,76.0,-0.03
220.28,3.41,28.15,1.0,1.0,0.0,2.0,0.8,2.0,17.0,-0.1
299.17,4.18,28.15,1.0,1.0,0.0,2.0,0.86,2.0,18.0,-0.35
310.23,4.11,28.15,1.0,1.0,0.0,2.0,0.49,2.0,22.0,-0.3
310.35,3.44,55.84,4.0,1.0,0.0,5.0,0.92,2.0,23.0,0.18
289.17,4.72,28.15,1.0,1.0,0.0,2.0,0.83,2.0,19.0,-0.41
268.36,2.44,42.23,3.0,1.0,0.0,1.0,0.72,1.0,15.0,0.3
138.12,0.91,57.53,3.0,2.0,0.0,1.0,0.45,1.0,10.0,1.24
457.64,6.52,58.59,4.0,0.0,1.0,15.0,0.12,0.0,31.0,0.72
316.4,4.45,44.76,4.0,0.0,0.0,4.0,0.61,1.0,23.0,2.1
324.42,5.16,27.69,3.0,0.0,1.0,5.0,0.76,2.0,24.0,1.21
338.45,5.2,27.69,3.0,0.0,1.0,6.0,0.72,2.0,25.0,1.25
350.46,5.67,27.69,3.0,0.0,1.0,6.0,0.67,2.0,26.0,1.55
337.42,4.37,47.56,3.0,1.0,0.0,4.0,0.9,2.0,25.0,0.61
351.45,4.3,47.56,3.0,1.0,0.0,5.0,0.87,2.0,26.0,0.48
363.46,4.77,47.56,3.0,1.0,0.0,5.0,0.78,2.0,27.0,0.79
323.44,4.73,30.49,3.0,1.0,0.0,5.0,0.86,2.0,24.0,0.76
337.46,4.77,30.49,3.0,1.0,0.0,6.0,0.82,2.0,25.0,0.88
351.49,5.16,30.49,3.0,1.0,1.0,7.0,0.7,2.0,26.0,0.82
365.52,5.55,30.49,3.0,1.0,1.0,8.0,0.62,2.0,27.0,0.86
353.46,4.74,39.72,4.0,1.0,0.0,6.0,0.81,2.0,26.0,0.69
349.47,5.24,30.49,3.0,1.0,1.0,6.0,0.77,2.0,26.0,1.11
261.37,3.55,30.49,3.0,1.0,0.0,4.0,0.9,1.0,19.0,1.44
329.48,5.11,30.49,3.0,1.0,1.0,5.0,0.81,1.0,24.0,1.03
303.4,3.27,30.93,4.0,0.0,0.0,3.0,0.86,1.0,22.0,0.74
287.4,4.04,21.7,3.0,0.0,0.0,3.0,0.84,1.0,21.0,1.0
365.52,5.51,21.7,3.0,0.0,1.0,7.0,0.65,2.0,27.0,0.7
325.45,4.65,30.49,3.0,1.0,0.0,5.0,0.87,2.0,24.0,0.18
339.48,4.69,30.49,3.0,1.0,0.0,6.0,0.83,2.0,25.0,0.31
367.53,5.47,30.49,3.0,1.0,1.0,8.0,0.63,2.0,27.0,0.33
291.44,4.25,30.49,3.0,1.0,0.0,6.0,0.79,1.0,21.0,0.44
215.25,2.25,42.35,3.0,1.0,0.0,3.0,0.85,2.0,16.0,0.14
237.66,3.03,33.12,2.0,1.0,0.0,2.0,0.87,2.0,16.0,-0.47
304.78,2.73,45.59,4.0,1.0,0.0,3.0,0.95,2.0,21.0,-0.78
331.75,4.84,33.12,2.0,1.0,0.0,3.0,0.74,3.0,23.0,-0.62
325.8,4.57,42.35,3.0,1.0,0.0,4.0,0.76,3.0,23.0,-0.14
313.76,4.7,33.12,2.0,1.0,0.0,3.0,0.76,3.0,22.0,-0.49
335.81,2.78,39.6,4.0,1.0,0.0,3.0,0.94,2.0,23.0,-0.91
350.82,3.65,45.59,4.0,1.0,0.0,3.0,0.92,2.0,24.0,-0.8
322.77,2.87,45.59,4.0,1.0,0.0,3.0,0.94,2.0,22.0,-1.05
329.76,4.83,42.35,3.0,1.0,0.0,4.0,0.75,3.0,23.0,-0.49
280.73,3.1,36.36,3.0,1.0,0.0,3.0,0.94,2.0,19.0,-0.71
320.8,4.02,36.36,3.0,1.0,0.0,3.0,0.93,2.0,22.0,-0.84
343.79,4.71,42.35,3.0,1.0,0.0,4.0,0.75,3.0,24.0,-0.43
331.75,4.84,33.12,2.0,1.0,0.0,3.0,0.74,3.0,23.0,-0.7
334.8,2.74,54.82,5.0,1.0,0.0,4.0,0.93,2.0,23.0,-0.62
183.21,1.58,33.12,2.0,1.0,0.0,0.0,0.63,2.0,14.0,-0.24
187.22,3.22,12.89,1.0,0.0,0.0,2.0,0.7,2.0,14.0,-0.66
198.22,1.73,55.98,2.0,1.0,0.0,2.0,0.75,2.0,15.0,-0.65
180.21,2.77,36.68,2.0,0.0,0.0,1.0,0.63,2.0,14.0,-0.61
219.67,2.89,33.12,2.0,1.0,0.0,2.0,0.84,2.0,15.0,-0.31
203.22,2.38,33.12,2.0,1.0,0.0,2.0,0.81,2.0,15.0,-0.45
237.66,3.03,33.12,2.0,1.0,0.0,2.0,0.87,2.0,16.0,-0.71
457.25,3.13,94.58,6.0,0.0,0.0,4.0,0.34,3.0,24.0,-2.08
395.53,4.29,82.96,7.0,3.0,0.0,6.0,0.58,3.0,28.0,-1.18
313.38,3.97,56.27,6.0,1.0,0.0,5.0,0.77,3.0,22.0,-1.72
271.32,4.09,37.81,4.0,1.0,0.0,3.0,0.78,3.0,19.0,-2.35
177.16,1.55,60.44,4.0,0.0,0.0,1.0,0.49,2.0,13.0,-2.58
166.61,2.07,17.3,2.0,0.0,0.0,1.0,0.59,2.0,11.0,-2.86
272.33,2.31,51.44,4.0,0.0,0.0,3.0,0.73,3.0,19.0,-2.58
211.61,1.98,60.44,4.0,0.0,0.0,2.0,0.43,2.0,14.0,-2.3
317.33,2.22,94.58,6.0,0.0,0.0,4.0,0.54,3.0,22.0,-2.19
398.23,2.91,51.44,4.0,0.0,0.0,3.0,0.64,3.0,20.0,-2.45
412.25,3.22,51.44,4.0,0.0,0.0,3.0,0.62,3.0,21.0,-2.43
432.67,3.57,51.44,4.0,0.0,0.0,3.0,0.59,3.0,21.0,-2.56
443.22,2.82,94.58,6.0,0.0,0.0,4.0,0.35,3.0,23.0,-2.09
477.67,3.47,94.58,6.0,0.0,0.0,4.0,0.33,3.0,24.0,-2.2
306.77,2.96,51.44,4.0,0.0,0.0,3.0,0.75,3.0,20.0,-2.56
320.8,3.27,51.44,4.0,0.0,0.0,3.0,0.74,3.0,21.0,-2.53
341.22,3.62,51.44,4.0,0.0,0.0,3.0,0.73,3.0,21.0,-2.42
351.77,2.87,94.58,6.0,0.0,0.0,4.0,0.53,3.0,23.0,-2.2
365.8,3.18,94.58,6.0,0.0,0.0,4.0,0.52,3.0,24.0,-2.19
386.22,3.52,94.58,6.0,0.0,0.0,4.0,0.51,3.0,24.0,-2.09
245.51,2.84,17.3,2.0,0.0,0.0,1.0,0.71,2.0,12.0,-2.45
351.23,3.07,51.44,4.0,0.0,0.0,3.0,0.73,3.0,20.0,-2.39
365.25,3.38,51.44,4.0,0.0,0.0,3.0,0.72,3.0,21.0,-2.37
385.67,3.72,51.44,4.0,0.0,0.0,3.0,0.69,3.0,21.0,-2.51
290.5,2.74,60.44,4.0,0.0,0.0,2.0,0.49,2.0,15.0,-2.03
396.22,2.98,94.58,6.0,0.0,0.0,4.0,0.5,3.0,23.0,-2.06
410.25,3.29,94.58,6.0,0.0,0.0,4.0,0.49,3.0,24.0,-2.06
430.67,3.63,94.58,6.0,0.0,0.0,4.0,0.47,3.0,24.0,-2.17
475.12,3.74,94.58,6.0,0.0,0.0,4.0,0.42,3.0,24.0,-1.95
522.12,3.58,94.58,6.0,0.0,1.0,4.0,0.3,3.0,24.0,-2.27
414.21,3.12,94.58,6.0,0.0,0.0,4.0,0.37,3.0,24.0,-2.27
464.22,4.0,94.58,6.0,0.0,0.0,4.0,0.43,3.0,27.0,-2.07
426.25,2.99,103.81,7.0,0.0,0.0,5.0,0.46,3.0,25.0,-1.87
334.15,1.55,94.58,6.0,0.0,0.0,3.0,0.63,2.0,18.0,-2.01
472.32,4.65,94.58,6.0,0.0,0.0,5.0,0.31,4.0,29.0,-1.68
364.22,4.3,60.44,5.0,0.0,0.0,4.0,0.39,3.0,21.0,-1.98
407.45,4.19,94.58,6.0,0.0,0.0,5.0,0.37,4.0,29.0,-1.63
483.5,3.91,122.27,9.0,0.0,0.0,8.0,0.27,4.0,34.0,-1.17
475.12,3.74,94.58,6.0,0.0,0.0,4.0,0.42,3.0,24.0,-1.65
317.35,0.79,93.22,8.0,0.0,0.0,6.0,0.57,2.0,23.0,-2.11
344.8,0.13,97.4,7.0,0.0,0.0,6.0,0.55,1.0,22.0,-2.13
338.78,2.95,98.77,8.0,1.0,0.0,6.0,0.42,3.0,22.0,-2.89
304.33,2.3,98.77,8.0,1.0,0.0,6.0,0.43,3.0,21.0,-2.71
352.81,3.34,98.77,8.0,1.0,0.0,7.0,0.4,3.0,23.0,-2.76
337.79,3.56,85.88,7.0,1.0,0.0,6.0,0.42,3.0,22.0,-2.33
303.35,2.9,85.88,7.0,1.0,0.0,6.0,0.43,3.0,21.0,-2.12
351.82,3.95,85.88,7.0,1.0,0.0,7.0,0.4,3.0,23.0,-2.22
387.5,3.83,58.59,4.0,0.0,0.0,11.0,0.31,0.0,26.0,0.7
471.66,6.17,58.59,4.0,0.0,1.0,17.0,0.14,0.0,32.0,0.57
471.66,6.91,58.59,4.0,0.0,1.0,15.0,0.11,0.0,32.0,0.68
230.19,-0.85,84.32,5.0,2.0,0.0,2.0,0.69,1.0,16.0,0.68
364.49,3.49,46.18,5.0,1.0,0.0,7.0,0.7,3.0,27.0,-1.11
405.45,4.72,57.23,6.0,0.0,0.0,4.0,0.63,3.0,30.0,1.21
259.35,2.78,60.17,4.0,2.0,0.0,6.0,0.84,2.0,19.0,-0.43
304.43,3.61,46.53,3.0,1.0,0.0,10.0,0.29,0.0,22.0,2.14
376.49,3.55,72.83,5.0,1.0,0.0,13.0,0.23,0.0,27.0,1.79
407.68,7.49,38.33,3.0,1.0,1.0,17.0,0.15,0.0,29.0,0.92
482.84,9.49,24.06,2.0,2.0,1.0,21.0,0.13,1.0,35.0,0.36
529.68,7.33,79.23,6.0,2.0,2.0,8.0,0.23,3.0,39.0,1.41
344.54,7.06,40.46,2.0,2.0,1.0,14.0,0.28,1.0,25.0,1.2
324.38,4.16,44.76,4.0,0.0,0.0,8.0,0.42,2.0,24.0,-0.21
228.25,2.82,39.44,3.0,0.0,0.0,3.0,0.81,2.0,17.0,0.61
337.59,6.14,32.26,2.0,2.0,1.0,14.0,0.29,0.0,24.0,1.06
306.45,3.84,46.53,3.0,1.0,0.0,10.0,0.38,0.0,22.0,1.73
393.7,7.7,32.26,2.0,2.0,1.0,18.0,0.18,0.0,28.0,0.91
352.61,5.08,58.28,3.0,3.0,1.0,15.0,0.28,0.0,25.0,1.09
365.65,6.87,23.47,2.0,1.0,1.0,15.0,0.25,0.0,26.0,0.71
311.55,5.57,46.25,2.0,2.0,1.0,13.0,0.44,0.0,22.0,0.86
395.72,7.78,32.26,2.0,2.0,1.0,19.0,0.22,0.0,28.0,0.59
408.05,4.55,43.37,3.0,0.0,0.0,2.0,0.73,2.0,21.0,0.48
352.56,6.09,46.53,3.0,1.0,1.0,13.0,0.25,0.0,25.0,1.51
407.68,7.49,38.33,3.0,1.0,1.0,17.0,0.15,0.0,29.0,0.92
365.65,6.92,32.26,2.0,2.0,1.0,16.0,0.23,0.0,26.0,0.77
286.23,3.31,43.37,3.0,0.0,0.0,2.0,0.85,2.0,21.0,-0.16
369.2,5.49,43.37,3.0,0.0,1.0,2.0,0.6,3.0,25.0,0.12
352.75,4.97,43.37,3.0,0.0,0.0,2.0,0.65,3.0,25.0,-0.14
328.37,4.8,43.37,3.0,0.0,0.0,2.0,0.68,3.0,25.0,0.26
397.2,5.08,43.37,3.0,0.0,1.0,2.0,0.61,3.0,25.0,0.11
393.24,5.25,43.37,3.0,0.0,1.0,2.0,0.6,3.0,25.0,0.36
300.31,4.18,43.37,3.0,0.0,0.0,2.0,0.71,3.0,23.0,0.56
336.29,4.46,43.37,3.0,0.0,0.0,2.0,0.69,3.0,25.0,-0.08
319.14,4.34,43.37,3.0,0.0,0.0,2.0,0.83,2.0,21.0,0.07
302.69,3.82,43.37,3.0,0.0,0.0,2.0,0.85,2.0,21.0,-0.23
278.31,3.65,43.37,3.0,0.0,0.0,2.0,0.84,2.0,21.0,0.24
347.14,3.93,43.37,3.0,0.0,0.0,2.0,0.83,2.0,21.0,0.06
343.18,4.1,43.37,3.0,0.0,0.0,2.0,0.82,2.0,21.0,0.36
250.25,3.03,43.37,3.0,0.0,0.0,2.0,0.82,2.0,19.0,0.61
330.38,3.1,83.83,5.0,2.0,0.0,2.0,0.81,1.0,24.0,2.41
516.65,8.18,75.82,4.0,2.0,2.0,12.0,0.16,6.0,39.0,-0.49
502.62,7.79,75.82,4.0,2.0,2.0,11.0,0.18,6.0,38.0,-0.5
386.49,4.51,83.83,5.0,2.0,0.0,4.0,0.59,1.0,28.0,2.08
699.68,8.28,114.63,8.0,3.0,2.0,14.0,0.08,6.0,49.0,-0.6
386.49,4.51,83.83,5.0,2.0,0.0,4.0,0.59,1.0,28.0,2.25
416.51,3.88,104.06,6.0,3.0,0.0,6.0,0.48,1.0,30.0,2.06
286.3,3.78,35.53,3.0,0.0,0.0,5.0,0.48,2.0,21.0,-0.3
416.51,3.88,104.06,6.0,3.0,0.0,6.0,0.48,1.0,30.0,2.04
458.6,4.9,104.06,6.0,3.0,0.0,7.0,0.5,1.0,33.0,1.77
386.49,4.51,83.83,5.0,2.0,0.0,4.0,0.59,1.0,28.0,2.26
402.49,3.49,104.06,6.0,3.0,0.0,5.0,0.51,1.0,29.0,2.14
360.41,2.46,104.06,6.0,3.0,0.0,4.0,0.71,1.0,26.0,2.16
621.65,1.32,196.04,13.0,2.0,2.0,7.0,0.42,2.0,45.0,0.44
316.33,3.75,44.76,4.0,0.0,0.0,6.0,0.6,2.0,23.0,-0.26
536.81,3.62,87.56,8.0,2.0,1.0,14.0,0.25,0.0,33.0,-0.4
924.09,0.71,319.61,17.0,12.0,3.0,3.0,0.17,0.0,65.0,1.75
395.48,3.22,52.65,4.0,1.0,0.0,6.0,0.76,2.0,29.0,-0.84
381.42,2.61,109.48,7.0,2.0,0.0,4.0,0.56,4.0,27.0,-1.85
456.71,7.09,57.53,2.0,2.0,1.0,2.0,0.44,0.0,33.0,3.07
212.25,3.03,37.91,2.0,1.0,0.0,1.0,0.67,3.0,16.0,0.29
282.34,2.39,53.99,5.0,0.0,0.0,0.0,0.5,0.0,20.0,3.84
493.67,6.09,58.59,4.0,0.0,1.0,15.0,0.09,0.0,34.0,0.44
547.76,7.71,58.59,4.0,0.0,2.0,15.0,0.09,0.0,38.0,0.6
447.64,6.6,58.59,4.0,0.0,1.0,19.0,0.13,0.0,30.0,0.4
461.67,6.99,58.59,4.0,0.0,1.0,19.0,0.12,0.0,31.0,0.37
499.72,7.69,58.59,4.0,0.0,1.0,9.0,0.14,0.0,34.0,0.63
583.88,10.03,58.59,4.0,0.0,2.0,16.0,0.08,0.0,40.0,0.42
501.69,6.54,67.82,5.0,0.0,2.0,10.0,0.15,0.0,34.0,0.34
389.52,4.82,58.59,4.0,0.0,0.0,10.0,0.23,0.0,26.0,0.83
318.34,1.17,151.3,6.0,4.0,0.0,4.0,0.42,3.0,24.0,-0.66
543.81,9.11,58.59,4.0,0.0,2.0,16.0,0.08,0.0,37.0,0.61
457.64,6.52,58.59,4.0,0.0,1.0,15.0,0.12,0.0,31.0,0.72
471.66,6.91,58.59,4.0,0.0,1.0,15.0,0.11,0.0,32.0,0.68
513.74,8.08,58.59,4.0,0.0,2.0,9.0,0.14,0.0,35.0,0.59
461.67,6.85,58.59,4.0,0.0,1.0,11.0,0.19,0.0,31.0,0.46
473.68,7.16,58.59,4.0,0.0,1.0,16.0,0.1,0.0,32.0,0.7
148.16,1.78,37.3,1.0,1.0,0.0,2.0,0.65,1.0,11.0,0.4
499.72,7.69,58.59,4.0,0.0,1.0,10.0,0.13,0.0,34.0,0.46
501.73,7.77,58.59,4.0,0.0,2.0,11.0,0.16,0.0,34.0,0.25
490.52,8.25,106.82,9.0,0.0,1.0,8.0,0.2,5.0,37.0,-0.45
503.71,6.62,67.82,5.0,0.0,2.0,11.0,0.18,0.0,34.0,0.13
350.46,5.65,35.53,3.0,0.0,1.0,6.0,0.5,2.0,26.0,-0.04
537.57,0.18,183.9,11.0,4.0,2.0,5.0,0.41,2.0,39.0,0.32
335.36,4.59,22.75,3.0,0.0,0.0,4.0,0.53,4.0,25.0,-1.19
310.4,5.19,17.82,2.0,0.0,1.0,4.0,0.51,4.0,24.0,-0.67
317.37,4.45,22.75,3.0,0.0,0.0,4.0,0.55,4.0,24.0,-1.3
90.13,-0.77,61.27,3.0,2.0,0.0,3.0,0.35,0.0,6.0,0.97
347.85,5.27,22.75,3.0,0.0,1.0,4.0,0.49,4.0,25.0,-1.26
429.56,4.6,57.23,6.0,0.0,0.0,13.0,0.34,2.0,31.0,-0.6
351.81,5.1,22.75,3.0,0.0,1.0,4.0,0.5,4.0,25.0,-1.46
523.74,6.49,77.05,6.0,0.0,2.0,27.0,0.07,0.0,35.0,0.55
287.3,0.64,106.02,7.0,0.0,0.0,3.0,0.46,1.0,19.0,-1.28
390.49,3.66,141.94,3.0,4.0,0.0,4.0,0.4,3.0,29.0,-0.23
308.39,2.15,93.95,6.0,2.0,0.0,3.0,0.77,3.0,23.0,-0.77
422.49,3.22,160.4,5.0,4.0,0.0,8.0,0.32,3.0,31.0,-0.34
297.14,0.02,148.18,4.0,5.0,0.0,5.0,0.48,1.0,18.0,-0.05
295.45,4.37,3.24,2.0,0.0,0.0,0.0,0.7,2.0,21.0,-0.51
346.37,1.78,149.68,7.0,1.0,0.0,8.0,0.56,1.0,23.0,-1.32
374.42,2.38,126.9,7.0,0.0,0.0,9.0,0.48,1.0,25.0,-1.45
670.86,3.09,166.75,7.0,5.0,1.0,12.0,0.2,3.0,49.0,-0.04
206.16,1.55,96.49,5.0,2.0,0.0,1.0,0.54,2.0,15.0,-0.9
108.14,1.7,20.23,1.0,1.0,0.0,0.0,0.54,1.0,8.0,0.12
386.43,2.57,135.69,7.0,1.0,0.0,10.0,0.48,1.0,26.0,-1.49
362.44,3.84,136.94,3.0,6.0,1.0,4.0,0.31,3.0,27.0,-0.49
436.49,3.95,126.9,7.0,0.0,0.0,10.0,0.41,2.0,30.0,-1.4
456.91,4.58,135.69,7.0,1.0,0.0,10.0,0.41,2.0,30.0,-1.57
491.35,5.24,135.69,7.0,1.0,1.0,10.0,0.35,2.0,31.0,-1.51
263.12,-0.88,161.31,4.0,6.0,1.0,6.0,0.27,0.0,15.0,0.79
452.49,3.94,144.92,8.0,1.0,0.0,11.0,0.4,2.0,31.0,-1.49
388.45,2.82,135.69,7.0,1.0,0.0,11.0,0.45,1.0,26.0,-1.43
402.47,3.16,126.9,7.0,0.0,0.0,11.0,0.41,1.0,27.0,-1.46
402.47,3.21,135.69,7.0,1.0,0.0,12.0,0.32,1.0,27.0,-1.37
248.11,0.18,135.29,3.0,5.0,0.0,5.0,0.44,0.0,14.0,0.46
262.13,0.57,135.29,3.0,5.0,0.0,6.0,0.35,0.0,15.0,0.65
195.22,0.43,72.55,4.0,2.0,0.0,3.0,0.69,1.0,14.0,0.63
266.38,3.09,38.69,3.0,1.0,0.0,2.0,0.62,0.0,19.0,2.98
312.41,3.23,46.15,5.0,0.0,0.0,2.0,0.73,0.0,22.0,3.54
394.35,4.62,95.98,8.0,1.0,0.0,12.0,0.51,1.0,25.0,-0.52
384.43,2.6,100.52,7.0,1.0,0.0,4.0,0.58,0.0,27.0,3.15
550.71,6.92,115.68,7.0,2.0,2.0,8.0,0.12,5.0,39.0,-0.66
284.35,2.19,57.15,5.0,1.0,0.0,0.0,0.69,0.0,20.0,3.88
402.71,6.48,33.61,2.0,1.0,1.0,4.0,0.42,4.0,26.0,-0.96
625.79,3.32,135.62,14.0,3.0,2.0,13.0,0.19,4.0,46.0,-1.0
543.68,5.46,146.72,12.0,5.0,3.0,17.0,0.11,4.0,40.0,-0.76
571.73,6.24,146.72,12.0,5.0,3.0,13.0,0.12,4.0,42.0,-0.79
543.68,5.46,146.72,12.0,5.0,3.0,15.0,0.12,4.0,40.0,-0.78
539.65,4.96,146.72,12.0,5.0,2.0,15.0,0.13,4.0,40.0,-0.85
653.84,4.1,135.62,14.0,3.0,2.0,15.0,0.16,4.0,48.0,-1.07
691.84,7.98,129.14,12.0,3.0,3.0,13.0,0.1,6.0,52.0,-0.87
691.84,6.94,129.14,12.0,3.0,3.0,13.0,0.11,6.0,52.0,-0.82
541.66,5.21,146.72,12.0,5.0,3.0,16.0,0.12,4.0,40.0,-0.9
541.66,5.21,146.72,12.0,5.0,3.0,16.0,0.12,4.0,40.0,-0.9
