Molecular_Weight,AlogP,TPSA,HBA,HBD,RO5_Violations,Rotatable_Bonds,QED,Aromatic_Rings,Heavy_Atoms,NP_Likeness
344.58,2.8,19.67,0.0,1.0,0.0,0.0,0.56,3.0,15.0,0.44
278.31,2.67,112.88,3.0,4.0,0.0,3.0,0.44,3.0,21.0,0.22
732.82,3.14,190.56,14.0,1.0,2.0,6.0,0.18,0.0,52.0,2.3
570.65,2.45,166.26,11.0,6.0,3.0,12.0,0.13,5.0,42.0,0.09
224.26,2.45,47.92,4.0,1.0,0.0,4.0,0.85,1.0,16.0,1.22
370.45,4.34,68.15,5.0,2.0,0.0,5.0,0.77,2.0,27.0,2.0
621.74,4.08,149.61,11.0,6.0,3.0,12.0,0.12,5.0,46.0,0.26
268.75,3.83,17.82,2.0,0.0,0.0,0.0,0.45,2.0,18.0,-0.54
672.59,6.12,85.45,5.0,2.0,2.0,7.0,0.21,6.0,46.0,-0.67
620.78,3.07,159.82,10.0,4.0,1.0,4.0,0.21,0.0,44.0,2.66
640.85,7.26,107.76,9.0,0.0,2.0,29.0,0.05,2.0,44.0,-0.22
334.38,3.22,136.94,3.0,6.0,1.0,4.0,0.32,3.0,25.0,-0.33
566.56,-0.91,190.67,13.0,5.0,2.0,8.0,0.19,1.0,40.0,1.92
248.72,2.57,41.91,4.0,0.0,0.0,2.0,0.82,2.0,17.0,-1.74
552.53,-1.21,201.67,13.0,6.0,3.0,7.0,0.17,1.0,39.0,2.13
610.74,4.55,112.53,11.0,1.0,2.0,6.0,0.43,0.0,43.0,2.14
584.53,-2.53,242.13,15.0,8.0,3.0,8.0,0.09,1.0,41.0,2.22
275.39,4.46,3.24,1.0,0.0,0.0,2.0,0.78,2.0,21.0,0.08
652.79,7.17,71.09,9.0,0.0,2.0,5.0,0.22,4.0,48.0,1.66
362.48,4.75,84.9,3.0,4.0,0.0,5.0,0.39,3.0,27.0,0.01
310.7,2.07,92.31,7.0,0.0,0.0,4.0,0.63,2.0,21.0,-1.45
311.68,1.46,105.2,8.0,0.0,0.0,4.0,0.62,2.0,21.0,-0.88
373.29,3.31,88.65,7.0,0.0,0.0,5.0,0.59,2.0,26.0,-0.35
309.26,1.34,105.2,8.0,0.0,0.0,4.0,0.62,2.0,22.0,-0.41
324.72,2.46,92.31,7.0,0.0,0.0,4.0,0.63,2.0,22.0,-0.87
358.28,2.83,92.31,7.0,0.0,0.0,4.0,0.62,2.0,25.0,-0.57
358.28,2.83,92.31,7.0,0.0,0.0,4.0,0.62,2.0,25.0,-0.57
373.29,3.31,88.65,7.0,0.0,0.0,5.0,0.59,2.0,26.0,-0.35
638.76,6.87,82.09,9.0,1.0,2.0,4.0,0.26,4.0,47.0,1.86
308.27,1.95,92.31,7.0,0.0,0.0,4.0,0.49,2.0,22.0,-0.38
344.25,2.44,92.31,7.0,0.0,0.0,4.0,0.62,2.0,24.0,-1.43
358.28,2.83,92.31,7.0,0.0,0.0,4.0,0.62,2.0,25.0,-0.57
357.29,3.43,79.42,6.0,0.0,0.0,4.0,0.62,2.0,25.0,-0.42
323.44,5.46,39.19,3.0,0.0,1.0,6.0,0.4,2.0,24.0,0.41
381.39,4.2,88.65,7.0,0.0,0.0,6.0,0.47,3.0,28.0,-0.16
358.28,2.83,92.31,7.0,0.0,0.0,4.0,0.62,2.0,25.0,-0.92
308.27,1.95,92.31,7.0,0.0,0.0,4.0,0.63,2.0,22.0,-0.8
344.25,2.44,92.31,7.0,0.0,0.0,4.0,0.62,2.0,24.0,-1.03
324.72,2.46,92.31,7.0,0.0,0.0,4.0,0.49,2.0,22.0,-0.44
325.71,1.85,105.2,8.0,0.0,0.0,4.0,0.62,2.0,22.0,-0.43
359.19,5.27,86.28,5.0,0.0,1.0,4.0,0.55,2.0,22.0,-1.2
289.29,2.41,79.42,6.0,0.0,0.0,4.0,0.64,2.0,21.0,-0.11
252.34,4.55,24.92,3.0,1.0,0.0,3.0,0.74,3.0,18.0,-1.84
616.75,4.05,137.96,10.0,1.0,1.0,4.0,0.21,0.0,44.0,3.08
437.47,3.0,77.05,6.0,0.0,0.0,14.0,0.33,2.0,30.0,0.18
318.33,4.15,55.76,4.0,1.0,0.0,0.0,0.68,3.0,24.0,1.42
294.31,2.37,133.11,4.0,5.0,0.0,3.0,0.37,3.0,22.0,0.47
344.34,4.21,50.7,4.0,1.0,0.0,5.0,0.75,3.0,25.0,-1.49
359.26,2.67,88.65,7.0,0.0,0.0,5.0,0.6,2.0,25.0,-0.63
383.18,5.78,56.03,4.0,0.0,1.0,3.0,0.5,2.0,23.0,-1.88
268.75,3.3,19.67,0.0,1.0,0.0,0.0,0.45,4.0,18.0,0.84
430.53,3.94,126.9,7.0,0.0,0.0,13.0,0.34,1.0,29.0,-1.23
382.19,6.38,43.14,3.0,0.0,1.0,3.0,0.46,2.0,23.0,-1.77
643.49,2.67,149.61,11.0,6.0,3.0,9.0,0.15,4.0,39.0,0.03
408.8,4.8,112.66,5.0,3.0,0.0,4.0,0.42,4.0,29.0,-0.79
350.85,4.84,41.91,4.0,0.0,0.0,3.0,0.68,3.0,25.0,-1.26
491.55,2.08,134.78,10.0,4.0,0.0,9.0,0.28,4.0,36.0,0.3
452.48,0.56,166.26,11.0,6.0,2.0,8.0,0.22,4.0,33.0,0.0
359.26,4.81,50.7,4.0,1.0,0.0,5.0,0.71,3.0,24.0,-1.72
388.28,4.37,123.58,6.0,1.0,0.0,5.0,0.6,2.0,26.0,-1.11
427.42,4.94,117.45,5.0,3.0,0.0,5.0,0.37,5.0,32.0,-0.73
592.4,1.03,166.26,11.0,6.0,3.0,9.0,0.15,4.0,35.0,-0.19
360.27,4.38,106.51,6.0,1.0,0.0,4.0,0.64,2.0,24.0,-0.98
401.53,1.92,74.3,7.0,0.0,0.0,1.0,0.62,0.0,27.0,2.13
162.14,1.5,50.44,3.0,1.0,0.0,0.0,0.6,2.0,12.0,1.11
376.33,2.94,138.44,7.0,3.0,0.0,4.0,0.46,4.0,28.0,-0.86
344.27,4.67,86.28,5.0,0.0,0.0,4.0,0.59,2.0,23.0,-1.29
315.37,2.46,65.38,5.0,1.0,0.0,4.0,0.94,2.0,23.0,-1.12
292.3,1.93,99.39,5.0,2.0,0.0,3.0,0.77,3.0,22.0,-1.67
314.39,2.03,68.18,5.0,2.0,0.0,4.0,0.91,2.0,23.0,-1.1
313.31,3.62,46.92,3.0,1.0,0.0,3.0,0.8,3.0,23.0,-1.7
295.38,3.87,41.49,3.0,2.0,0.0,4.0,0.9,2.0,22.0,1.05
313.4,3.61,56.15,4.0,1.0,0.0,4.0,0.94,2.0,23.0,-1.17
325.45,4.22,41.49,3.0,2.0,0.0,6.0,0.78,2.0,24.0,0.57
451.57,3.37,71.98,8.0,1.0,0.0,9.0,0.5,3.0,33.0,-1.12
290.27,0.84,71.06,6.0,0.0,0.0,1.0,0.4,0.0,21.0,3.11
299.31,2.97,56.15,4.0,1.0,0.0,3.0,0.81,3.0,22.0,-1.65
325.34,3.49,56.15,4.0,1.0,0.0,4.0,0.8,3.0,24.0,-1.57
309.41,3.91,41.49,3.0,2.0,0.0,5.0,0.82,2.0,23.0,1.15
325.34,3.49,56.15,4.0,1.0,0.0,4.0,0.8,3.0,24.0,-1.55
329.76,4.13,46.92,3.0,1.0,0.0,3.0,0.78,3.0,23.0,-1.87
335.41,3.67,56.15,4.0,1.0,0.0,6.0,0.75,3.0,25.0,-0.97
491.35,5.24,135.69,7.0,1.0,1.0,10.0,0.35,2.0,31.0,-1.64
309.34,3.79,46.92,3.0,1.0,0.0,3.0,0.8,3.0,23.0,-1.6
337.38,3.36,65.38,5.0,1.0,0.0,5.0,0.78,3.0,25.0,-1.22
325.34,3.49,56.15,4.0,1.0,0.0,4.0,0.8,3.0,24.0,-1.32
323.35,3.05,76.38,5.0,2.0,0.0,4.0,0.77,3.0,24.0,-0.9
353.4,4.36,56.15,4.0,1.0,0.0,6.0,0.72,3.0,26.0,-1.48
278.31,3.9,55.13,3.0,1.0,0.0,3.0,0.79,3.0,21.0,-1.18
283.38,3.61,46.92,3.0,1.0,0.0,3.0,0.94,2.0,21.0,-1.3
370.24,6.38,35.26,3.0,0.0,1.0,4.0,0.42,4.0,25.0,-1.52
301.74,2.72,75.6,4.0,2.0,0.0,3.0,0.78,3.0,21.0,-1.58
364.45,3.14,70.51,6.0,2.0,0.0,6.0,0.66,3.0,27.0,-1.47
320.33,3.35,70.71,4.0,1.0,0.0,3.0,0.8,3.0,24.0,-1.81
309.34,3.79,46.92,3.0,1.0,0.0,3.0,0.8,3.0,23.0,-1.8
297.32,2.07,84.83,5.0,2.0,0.0,4.0,0.77,3.0,22.0,-1.5
308.34,2.74,69.04,5.0,1.0,0.0,4.0,0.8,3.0,23.0,-1.43
339.37,3.97,56.15,4.0,1.0,0.0,5.0,0.77,3.0,25.0,-1.47
403.48,3.78,71.53,4.0,1.0,0.0,4.0,0.72,3.0,30.0,-0.82
514.03,6.18,71.53,4.0,1.0,2.0,5.0,0.35,4.0,37.0,-0.81
320.33,3.35,70.71,4.0,1.0,0.0,3.0,0.8,3.0,24.0,-1.94
356.22,4.1,46.92,3.0,1.0,0.0,3.0,0.77,3.0,22.0,-1.34
339.48,4.61,41.49,3.0,2.0,0.0,7.0,0.72,2.0,25.0,0.54
441.46,4.23,85.52,4.0,1.0,0.0,5.0,0.5,4.0,33.0,-0.72
386.25,4.11,56.15,4.0,1.0,0.0,4.0,0.73,3.0,24.0,-1.36
307.35,3.35,56.15,4.0,1.0,0.0,4.0,0.8,3.0,23.0,-1.13
311.77,3.99,46.92,3.0,1.0,0.0,3.0,0.79,3.0,22.0,-1.46
291.35,3.65,46.92,3.0,1.0,0.0,3.0,0.8,3.0,22.0,-1.41
282.27,3.73,55.13,3.0,1.0,0.0,3.0,0.8,3.0,21.0,-1.42
319.34,4.44,50.8,3.0,1.0,0.0,3.0,0.61,4.0,24.0,-1.13
316.33,2.82,58.64,3.0,1.0,0.0,4.0,0.94,2.0,23.0,-1.62
468.19,5.57,19.67,0.0,1.0,1.0,2.0,0.38,5.0,25.0,-0.04
360.42,2.81,71.15,6.0,2.0,0.0,4.0,0.75,3.0,27.0,0.09
341.8,4.0,56.15,4.0,1.0,0.0,4.0,0.78,3.0,24.0,-1.48
298.73,4.25,55.13,3.0,1.0,0.0,3.0,0.79,3.0,21.0,-1.31
471.6,5.48,71.53,4.0,1.0,1.0,4.0,0.55,3.0,35.0,-0.39
325.45,4.22,41.49,3.0,2.0,0.0,6.0,0.78,2.0,24.0,0.48
329.76,4.13,46.92,3.0,1.0,0.0,3.0,0.78,3.0,23.0,-1.67
323.35,3.05,76.38,5.0,2.0,0.0,4.0,0.77,3.0,24.0,-0.84
342.39,3.69,69.04,5.0,0.0,0.0,2.0,0.35,1.0,25.0,3.14
292.3,1.93,99.39,5.0,2.0,0.0,3.0,0.77,3.0,22.0,-1.53
530.71,6.24,77.67,4.0,2.0,2.0,6.0,0.4,3.0,39.0,-0.83
446.19,5.31,19.67,0.0,1.0,1.0,3.0,0.47,4.0,23.0,0.28
353.4,4.53,56.15,4.0,1.0,0.0,5.0,0.73,3.0,26.0,-1.45
352.35,3.26,99.29,6.0,1.0,0.0,5.0,0.56,3.0,26.0,-1.41
317.47,4.88,38.33,3.0,1.0,0.0,9.0,0.66,1.0,23.0,0.31
267.29,2.06,75.6,4.0,2.0,0.0,3.0,0.76,3.0,20.0,-1.23
426.48,1.54,137.58,10.0,5.0,0.0,6.0,0.4,3.0,31.0,0.1
322.41,3.37,61.28,5.0,2.0,0.0,6.0,0.68,3.0,24.0,-1.2
331.31,3.53,119.3,7.0,0.0,0.0,5.0,0.61,2.0,23.0,-1.32
393.33,3.69,125.55,6.0,3.0,0.0,4.0,0.45,4.0,29.0,-0.79
309.34,3.79,46.92,3.0,1.0,0.0,3.0,0.8,3.0,23.0,-1.48
374.21,4.24,46.92,3.0,1.0,0.0,3.0,0.75,3.0,23.0,-1.74
327.42,3.32,61.72,4.0,3.0,0.0,5.0,0.79,2.0,24.0,0.59
401.44,5.0,56.15,4.0,1.0,0.0,6.0,0.49,4.0,30.0,-1.36
462.56,7.64,35.64,4.0,0.0,1.0,1.0,0.25,4.0,36.0,0.03
395.94,4.0,44.29,5.0,1.0,0.0,6.0,0.64,3.0,28.0,-1.77
345.36,4.72,81.05,4.0,1.0,0.0,5.0,0.42,4.0,26.0,-1.26
356.22,4.1,46.92,3.0,1.0,0.0,3.0,0.77,3.0,22.0,-1.47
352.35,3.26,99.29,6.0,1.0,0.0,5.0,0.56,3.0,26.0,-1.56
299.31,2.97,56.15,4.0,1.0,0.0,3.0,0.81,3.0,22.0,-1.54
313.31,3.62,46.92,3.0,1.0,0.0,3.0,0.8,3.0,23.0,-1.58
379.44,5.07,56.15,4.0,1.0,1.0,5.0,0.67,3.0,28.0,-1.26
366.89,5.14,25.24,3.0,0.0,1.0,7.0,0.43,3.0,26.0,-1.23
332.36,3.22,79.94,5.0,1.0,0.0,4.0,0.8,3.0,25.0,-1.44
218.26,1.21,68.11,3.0,2.0,0.0,3.0,0.76,2.0,16.0,0.15
374.21,4.24,46.92,3.0,1.0,0.0,3.0,0.75,3.0,23.0,-1.6
297.4,3.79,41.49,3.0,2.0,0.0,4.0,0.9,2.0,22.0,0.46
441.4,4.81,138.69,7.0,3.0,0.0,5.0,0.33,5.0,33.0,-0.95
458.34,5.09,25.24,3.0,0.0,1.0,7.0,0.28,3.0,26.0,-1.32
321.38,3.66,56.15,4.0,1.0,0.0,4.0,0.8,3.0,24.0,-1.22
297.32,2.07,84.83,5.0,2.0,0.0,4.0,0.77,3.0,22.0,-0.99
461.56,4.57,80.76,5.0,1.0,0.0,5.0,0.6,3.0,34.0,-0.45
389.36,3.23,117.36,8.0,1.0,0.0,8.0,0.32,2.0,28.0,0.22
400.46,2.91,126.9,7.0,0.0,0.0,9.0,0.46,1.0,27.0,-1.54
386.25,4.11,56.15,4.0,1.0,0.0,4.0,0.73,3.0,24.0,-1.32
302.31,2.47,67.43,3.0,2.0,0.0,4.0,0.91,2.0,22.0,-1.6
308.34,2.74,69.04,5.0,1.0,0.0,4.0,0.8,3.0,23.0,-1.31
344.38,3.12,88.49,5.0,2.0,0.0,4.0,0.6,4.0,26.0,-1.75
325.34,3.49,56.15,4.0,1.0,0.0,4.0,0.8,3.0,24.0,-1.31
464.14,4.33,62.81,2.0,1.0,0.0,3.0,0.33,4.0,24.0,-0.37
339.48,4.61,41.49,3.0,2.0,0.0,7.0,0.72,2.0,25.0,0.62
311.32,3.48,67.01,3.0,2.0,0.0,4.0,0.77,3.0,23.0,-1.3
321.38,3.66,56.15,4.0,1.0,0.0,4.0,0.8,3.0,24.0,-1.33
297.31,2.94,69.29,5.0,1.0,0.0,4.0,0.8,3.0,22.0,-1.48
341.8,4.0,56.15,4.0,1.0,0.0,4.0,0.78,3.0,24.0,-1.49
337.46,4.69,41.49,3.0,2.0,0.0,7.0,0.72,2.0,25.0,1.14
295.32,3.48,46.92,3.0,1.0,0.0,3.0,0.8,3.0,22.0,-1.57
392.5,4.76,94.13,4.0,4.0,0.0,6.0,0.36,3.0,29.0,0.09
394.48,3.15,79.74,7.0,2.0,0.0,7.0,0.6,3.0,29.0,-1.28
311.77,3.99,46.92,3.0,1.0,0.0,3.0,0.79,3.0,22.0,-1.6
323.44,4.3,41.49,3.0,2.0,0.0,6.0,0.78,2.0,24.0,1.11
340.31,3.39,90.06,5.0,1.0,0.0,4.0,0.58,3.0,25.0,-1.76
313.31,3.62,46.92,3.0,1.0,0.0,3.0,0.8,3.0,23.0,-1.42
319.34,4.44,50.8,3.0,1.0,0.0,3.0,0.61,4.0,24.0,-1.13
391.52,3.35,53.52,6.0,1.0,0.0,7.0,0.62,3.0,29.0,-1.53
179.22,0.73,52.32,3.0,1.0,0.0,3.0,0.7,1.0,13.0,0.17
337.38,3.36,65.38,5.0,1.0,0.0,5.0,0.78,3.0,25.0,-1.01
301.74,2.72,75.6,4.0,2.0,0.0,3.0,0.78,3.0,21.0,-1.41
369.47,3.2,71.53,4.0,1.0,0.0,3.0,0.9,2.0,27.0,-0.62
341.8,4.0,56.15,4.0,1.0,0.0,4.0,0.78,3.0,24.0,-1.33
277.33,3.34,46.92,3.0,1.0,0.0,3.0,0.8,3.0,21.0,-1.19
480.41,5.31,62.3,3.0,1.0,1.0,3.0,0.55,3.0,31.0,-0.61
340.31,3.39,90.06,5.0,1.0,0.0,4.0,0.58,3.0,25.0,-1.67
379.48,3.49,44.29,5.0,1.0,0.0,6.0,0.66,3.0,28.0,-1.85
297.32,2.07,84.83,5.0,2.0,0.0,4.0,0.77,3.0,22.0,-1.11
378.48,3.44,59.51,6.0,1.0,0.0,7.0,0.64,3.0,28.0,-1.66
329.83,3.93,30.67,3.0,0.0,0.0,2.0,0.53,3.0,22.0,-0.9
308.34,2.68,122.11,4.0,4.0,0.0,4.0,0.44,3.0,23.0,0.38
332.36,3.22,79.94,5.0,1.0,0.0,4.0,0.8,3.0,25.0,-1.6
345.83,3.16,39.9,4.0,0.0,0.0,2.0,0.54,3.0,23.0,-1.08
386.25,4.11,56.15,4.0,1.0,0.0,4.0,0.73,3.0,24.0,-1.22
346.39,2.51,82.15,6.0,3.0,0.0,3.0,0.68,3.0,26.0,0.28
299.37,3.22,56.15,4.0,1.0,0.0,4.0,0.94,2.0,22.0,-1.21
321.38,3.28,56.15,4.0,1.0,0.0,5.0,0.78,3.0,24.0,-1.17
323.35,3.05,76.38,5.0,2.0,0.0,4.0,0.77,3.0,24.0,-0.97
311.77,3.99,46.92,3.0,1.0,0.0,3.0,0.79,3.0,22.0,-1.59
416.46,2.15,136.13,8.0,0.0,0.0,9.0,0.44,1.0,28.0,-1.64
325.45,4.22,41.49,3.0,2.0,0.0,6.0,0.78,2.0,24.0,0.52
294.31,2.37,133.11,4.0,5.0,0.0,3.0,0.37,3.0,22.0,0.41
321.38,3.66,56.15,4.0,1.0,0.0,4.0,0.8,3.0,24.0,-1.39
332.36,3.22,79.94,5.0,1.0,0.0,4.0,0.8,3.0,25.0,-1.4
340.31,3.39,90.06,5.0,1.0,0.0,4.0,0.58,3.0,25.0,-1.9
355.48,3.75,61.72,4.0,3.0,0.0,7.0,0.66,2.0,26.0,0.72
291.35,3.65,46.92,3.0,1.0,0.0,3.0,0.8,3.0,22.0,-1.5
245.28,2.05,56.15,4.0,1.0,0.0,3.0,0.9,2.0,18.0,-1.04
540.84,7.34,17.62,2.0,0.0,2.0,13.0,0.16,4.0,40.0,-0.13
295.32,3.48,46.92,3.0,1.0,0.0,3.0,0.8,3.0,22.0,-1.44
392.5,4.76,94.13,4.0,4.0,0.0,6.0,0.36,3.0,29.0,-0.01
311.42,3.83,41.49,3.0,2.0,0.0,5.0,0.82,2.0,23.0,0.58
468.19,5.57,19.67,0.0,1.0,1.0,2.0,0.38,5.0,25.0,0.04
298.3,2.34,82.18,6.0,1.0,0.0,4.0,0.8,3.0,22.0,-1.61
367.42,4.75,56.15,4.0,1.0,0.0,7.0,0.66,3.0,27.0,-1.41
308.34,2.74,69.04,5.0,1.0,0.0,4.0,0.8,3.0,23.0,-1.26
337.38,3.36,65.38,5.0,1.0,0.0,5.0,0.78,3.0,25.0,-1.19
259.31,2.44,56.15,4.0,1.0,0.0,4.0,0.92,2.0,19.0,-1.25
297.32,2.07,84.83,5.0,2.0,0.0,4.0,0.77,3.0,22.0,-1.25
387.41,4.94,56.15,4.0,1.0,0.0,5.0,0.53,4.0,29.0,-1.41
326.33,4.05,64.36,4.0,1.0,0.0,4.0,0.79,3.0,24.0,-1.45
322.34,4.15,51.22,3.0,1.0,0.0,4.0,0.78,3.0,24.0,-1.53
330.39,2.8,61.92,5.0,2.0,0.0,3.0,0.78,3.0,25.0,-0.06
590.72,6.75,104.39,5.0,2.0,2.0,9.0,0.18,5.0,44.0,-0.83
308.34,2.68,122.11,4.0,4.0,0.0,4.0,0.44,3.0,23.0,0.2
266.34,3.14,36.92,4.0,0.0,0.0,0.0,0.63,0.0,19.0,4.0
456.07,7.44,30.67,3.0,0.0,1.0,10.0,0.19,3.0,31.0,-0.65
322.34,4.15,51.22,3.0,1.0,0.0,4.0,0.78,3.0,24.0,-1.26
301.74,2.72,75.6,4.0,2.0,0.0,3.0,0.78,3.0,21.0,-1.36
360.42,2.81,71.15,6.0,2.0,0.0,4.0,0.75,3.0,27.0,0.14
322.34,4.15,51.22,3.0,1.0,0.0,4.0,0.78,3.0,24.0,-1.46
374.21,4.24,46.92,3.0,1.0,0.0,3.0,0.75,3.0,23.0,-1.5
273.34,2.83,56.15,4.0,1.0,0.0,5.0,0.91,2.0,20.0,-1.12
308.38,2.98,61.28,5.0,2.0,0.0,5.0,0.76,3.0,23.0,-1.26
352.35,3.26,99.29,6.0,1.0,0.0,5.0,0.56,3.0,26.0,-1.51
291.35,3.65,46.92,3.0,1.0,0.0,3.0,0.8,3.0,22.0,-1.34
298.3,2.34,82.18,6.0,1.0,0.0,4.0,0.8,3.0,22.0,-1.08
378.44,4.99,66.21,4.0,2.0,0.0,3.0,0.46,5.0,29.0,-0.45
329.76,4.13,46.92,3.0,1.0,0.0,3.0,0.78,3.0,23.0,-1.72
325.34,3.49,56.15,4.0,1.0,0.0,4.0,0.8,3.0,24.0,-1.59
338.41,2.98,70.51,6.0,2.0,0.0,6.0,0.72,3.0,25.0,-1.06
297.32,2.07,84.83,5.0,2.0,0.0,4.0,0.77,3.0,22.0,-1.18
372.75,1.25,157.9,7.0,2.0,0.0,5.0,0.46,2.0,24.0,-2.57
430.53,3.99,135.69,7.0,1.0,0.0,14.0,0.27,1.0,29.0,-1.17
360.42,2.81,71.15,6.0,2.0,0.0,4.0,0.75,3.0,27.0,0.07
436.49,4.24,135.69,7.0,1.0,0.0,10.0,0.43,2.0,30.0,-1.48
321.31,2.85,87.58,5.0,2.0,0.0,3.0,0.61,4.0,24.0,-0.88
457.02,3.7,49.66,6.0,0.0,0.0,10.0,0.55,2.0,31.0,-0.29
309.42,3.61,62.2,5.0,2.0,0.0,1.0,0.84,2.0,23.0,-0.6
337.77,3.36,87.58,5.0,2.0,0.0,3.0,0.6,4.0,24.0,-0.78
363.38,2.73,106.04,7.0,2.0,0.0,5.0,0.56,4.0,27.0,-0.41
410.47,5.0,67.13,6.0,0.0,1.0,7.0,0.51,3.0,30.0,1.19
316.44,4.61,57.53,2.0,2.0,0.0,2.0,0.84,1.0,23.0,2.33
388.81,1.72,144.76,7.0,2.0,0.0,5.0,0.45,2.0,24.0,-2.91
498.56,5.66,126.9,7.0,0.0,1.0,11.0,0.25,3.0,35.0,-0.91
164.16,1.49,57.53,2.0,2.0,0.0,2.0,0.65,1.0,12.0,0.58
436.49,4.24,135.69,7.0,1.0,0.0,10.0,0.43,2.0,30.0,-1.6
426.54,3.48,102.3,5.0,2.0,0.0,6.0,0.74,2.0,30.0,-2.17
394.39,4.18,111.41,7.0,1.0,0.0,4.0,0.4,3.0,30.0,-0.3
327.34,2.51,76.05,6.0,1.0,0.0,3.0,0.75,3.0,24.0,-0.14
389.46,3.32,72.71,5.0,2.0,0.0,3.0,0.53,4.0,29.0,-0.22
449.94,4.35,69.81,6.0,1.0,0.0,3.0,0.37,4.0,32.0,-0.65
234.08,-0.21,135.29,3.0,5.0,0.0,4.0,0.42,0.0,13.0,0.48
362.18,4.13,70.19,5.0,0.0,0.0,5.0,0.39,3.0,22.0,-1.58
508.84,6.82,48.12,4.0,4.0,2.0,26.0,0.11,2.0,37.0,-0.22
434.92,5.58,66.57,5.0,1.0,1.0,3.0,0.34,4.0,31.0,-0.63
419.82,4.13,105.02,7.0,0.0,0.0,5.0,0.46,3.0,30.0,-0.52
330.86,4.56,38.05,3.0,1.0,0.0,3.0,0.9,2.0,23.0,-0.03
268.35,3.65,50.7,5.0,1.0,0.0,3.0,0.79,3.0,19.0,-1.92
458.58,4.72,126.9,7.0,0.0,0.0,15.0,0.27,1.0,31.0,-1.22
684.47,7.74,66.18,6.0,1.0,2.0,15.0,0.14,4.0,41.0,-0.49
294.4,4.16,50.7,4.0,1.0,0.0,4.0,0.92,2.0,22.0,-1.46
456.91,4.58,135.69,7.0,1.0,0.0,10.0,0.41,2.0,30.0,-1.67
325.25,4.26,84.27,3.0,2.0,0.0,3.0,0.65,2.0,23.0,-1.93
422.46,3.93,135.69,7.0,1.0,0.0,10.0,0.45,2.0,29.0,-1.43
268.35,3.65,50.7,5.0,1.0,0.0,3.0,0.79,3.0,19.0,-2.23
360.39,2.04,135.69,7.0,1.0,0.0,9.0,0.53,1.0,24.0,-1.46
309.43,4.01,20.31,3.0,0.0,0.0,0.0,0.73,2.0,22.0,-0.01
374.42,2.43,135.69,7.0,1.0,0.0,10.0,0.49,1.0,25.0,-1.45
268.36,3.41,50.7,4.0,1.0,0.0,3.0,0.93,2.0,20.0,-1.65
138.17,0.93,40.46,2.0,2.0,0.0,2.0,0.64,1.0,10.0,0.81
388.45,2.82,135.69,7.0,1.0,0.0,10.0,0.48,1.0,26.0,-1.43
470.58,6.1,63.84,4.0,2.0,1.0,4.0,0.33,6.0,36.0,-0.78
394.41,3.15,135.69,7.0,1.0,0.0,8.0,0.54,2.0,27.0,-1.47
374.53,5.01,38.49,3.0,1.0,1.0,11.0,0.48,3.0,28.0,-0.68
452.04,4.94,40.16,5.0,0.0,0.0,5.0,0.64,1.0,30.0,1.95
582.69,4.76,109.78,10.0,1.0,1.0,9.0,0.25,5.0,42.0,-1.82
483.46,3.44,139.97,9.0,0.0,0.0,11.0,0.13,3.0,35.0,-1.8
348.79,1.61,89.27,7.0,2.0,0.0,4.0,0.82,2.0,24.0,-0.76
277.67,3.29,81.0,5.0,0.0,0.0,4.0,0.49,2.0,19.0,-1.63
530.76,6.32,69.04,6.0,1.0,2.0,7.0,0.34,2.0,39.0,0.86
273.25,2.65,90.23,6.0,0.0,0.0,5.0,0.48,2.0,20.0,-1.29
576.87,7.96,69.04,6.0,1.0,2.0,10.0,0.23,1.0,42.0,1.59
397.6,5.11,38.33,3.0,1.0,1.0,4.0,0.41,0.0,29.0,1.98
552.85,7.63,69.04,6.0,1.0,2.0,12.0,0.16,1.0,40.0,0.99
397.5,2.46,70.59,7.0,1.0,0.0,6.0,0.69,3.0,28.0,-2.18
334.76,1.24,89.27,7.0,2.0,0.0,5.0,0.8,2.0,23.0,-1.15
320.74,0.99,89.27,7.0,2.0,0.0,4.0,0.82,2.0,22.0,-1.19
317.48,4.75,50.94,4.0,1.0,0.0,9.0,0.67,1.0,23.0,0.67
517.76,6.14,71.17,5.0,2.0,2.0,7.0,0.43,2.0,38.0,1.22
535.61,5.04,139.97,9.0,0.0,2.0,15.0,0.09,3.0,39.0,-1.33
445.48,2.98,139.97,9.0,0.0,0.0,13.0,0.15,2.0,32.0,-1.56
516.77,6.33,62.97,5.0,2.0,2.0,8.0,0.4,2.0,38.0,0.87
481.47,2.92,149.2,10.0,0.0,0.0,11.0,0.13,3.0,35.0,-1.58
511.56,3.93,139.97,10.0,0.0,1.0,13.0,0.08,3.0,36.0,-1.79
587.44,4.95,139.97,9.0,0.0,1.0,10.0,0.08,3.0,41.0,-1.57
516.77,6.33,62.97,5.0,2.0,2.0,8.0,0.4,2.0,38.0,0.87
416.5,3.6,135.69,7.0,1.0,0.0,13.0,0.29,1.0,28.0,-1.25
473.53,3.76,139.97,9.0,0.0,0.0,15.0,0.13,2.0,34.0,-1.46
276.21,0.42,109.26,6.0,0.0,0.0,4.0,0.26,1.0,20.0,-1.77
443.63,3.5,91.4,6.0,3.0,0.0,5.0,0.61,1.0,32.0,1.55
453.42,2.14,149.2,10.0,0.0,0.0,9.0,0.21,3.0,33.0,-1.71
